r [km] 	 vr [km/s] 
29219388.0 	 299.7231140136719
29219366.0 	 300.2177429199219
29219348.0 	 304.279541015625
29219328.0 	 299.3384094238281
29219308.0 	 302.32623291015625
29219268.0 	 304.3792419433594
29219250.0 	 305.2270202636719
29219228.0 	 305.2679138183594
29219210.0 	 307.9731140136719
29219190.0 	 303.8785400390625
29219170.0 	 305.25665283203125
29219150.0 	 302.02960205078125
29219130.0 	 303.9933166503906
29219108.0 	 305.1741027832031
29219088.0 	 300.17486572265625
29219070.0 	 304.54595947265625
29219050.0 	 300.433349609375
29219030.0 	 303.06768798828125
29219010.0 	 304.427490234375
29218992.0 	 304.5430603027344
29218970.0 	 303.772216796875
29218950.0 	 301.7734375
29218930.0 	 300.7283630371094
29218912.0 	 304.7199401855469
29218892.0 	 307.1668395996094
29218872.0 	 305.2607727050781
29218852.0 	 301.8844909667969
29218832.0 	 307.0132141113281
29218810.0 	 302.70916748046875
29218792.0 	 307.1944274902344
29218770.0 	 304.0766906738281
29218752.0 	 303.8263854980469
29218732.0 	 305.6243896484375
29218712.0 	 306.18231201171875
29218692.0 	 303.87152099609375
29218672.0 	 304.8158874511719
29218654.0 	 306.8201599121094
29218614.0 	 308.9490966796875
29218594.0 	 304.90283203125
29218574.0 	 302.259521484375
29218554.0 	 303.36199951171875
29218534.0 	 303.12628173828125
29218512.0 	 305.4194641113281
29218492.0 	 306.064208984375
29218474.0 	 308.6537170410156
29218454.0 	 303.6658020019531
29218434.0 	 305.1567077636719
29218414.0 	 301.5740966796875
29218396.0 	 301.5391845703125
29218374.0 	 307.46917724609375
29218354.0 	 304.460205078125
29218336.0 	 304.62445068359375
29218316.0 	 303.9903259277344
29218296.0 	 305.8520812988281
29218276.0 	 302.89764404296875
29218256.0 	 307.80230712890625
29218236.0 	 306.2466735839844
29218214.0 	 305.25335693359375
29218196.0 	 309.3951416015625
29218176.0 	 305.82470703125
29218156.0 	 303.3671569824219
29218136.0 	 302.4087829589844
29218116.0 	 306.37152099609375
29218096.0 	 308.6507568359375
29218076.0 	 304.5845031738281
29218058.0 	 305.36126708984375
29218038.0 	 309.078125
29218018.0 	 301.3936462402344
29217998.0 	 307.7424621582031
29217958.0 	 305.8648376464844
29217940.0 	 304.0972595214844
29217916.0 	 302.9950866699219
29217898.0 	 305.450439453125
29217878.0 	 307.7719421386719
29217858.0 	 303.70947265625
29217838.0 	 305.1786804199219
29217818.0 	 307.1648254394531
29217800.0 	 306.13092041015625
29217778.0 	 300.0747375488281
29217758.0 	 300.0550231933594
29217740.0 	 306.2644348144531
29217720.0 	 301.20489501953125
29217700.0 	 306.63189697265625
29217680.0 	 305.3402099609375
29217660.0 	 300.5693359375
29217640.0 	 302.47113037109375
29217618.0 	 303.73419189453125
29217600.0 	 300.5146484375
29217580.0 	 303.65826416015625
29217560.0 	 305.7520446777344
29217540.0 	 306.4618225097656
29217520.0 	 301.4272155761719
29217500.0 	 303.9831237792969
29217480.0 	 306.7747802734375
29217462.0 	 304.1624450683594
29217442.0 	 305.3999938964844
29217422.0 	 306.71734619140625
29217402.0 	 307.5658264160156
29217382.0 	 306.74224853515625
29217362.0 	 305.14691162109375
29217340.0 	 304.9815673828125
29217302.0 	 308.5179748535156
29217282.0 	 305.43450927734375
29217262.0 	 303.9552001953125
29217242.0 	 305.7532653808594
29217222.0 	 302.3216857910156
29217202.0 	 305.428955078125
29217184.0 	 300.65374755859375
29217162.0 	 306.3563232421875
29217144.0 	 304.89642333984375
29217124.0 	 307.5038757324219
29217104.0 	 305.98663330078125
29217084.0 	 302.1418762207031
29217062.0 	 305.3871765136719
29217044.0 	 304.97906494140625
29217024.0 	 305.3075866699219
29217004.0 	 305.34979248046875
29216984.0 	 305.33111572265625
29216964.0 	 306.50396728515625
29216944.0 	 305.59600830078125
29216924.0 	 302.6788024902344
29216904.0 	 304.8089294433594
29216886.0 	 302.4997253417969
29216866.0 	 304.1098937988281
29216846.0 	 304.8847961425781
29216826.0 	 306.6645202636719
29216806.0 	 304.6011962890625
29216788.0 	 304.0395812988281
29216764.0 	 306.56573486328125
29216744.0 	 306.0683288574219
29216726.0 	 303.61212158203125
29216706.0 	 305.5825500488281
29216686.0 	 301.85784912109375
29216646.0 	 304.1338806152344
29216626.0 	 302.639404296875
29216606.0 	 304.3177795410156
29216588.0 	 302.5968933105469
29216566.0 	 304.83624267578125
29216548.0 	 295.17864990234375
29216528.0 	 302.56884765625
29216508.0 	 304.175537109375
29216488.0 	 305.5028381347656
29216466.0 	 305.3401794433594
29216448.0 	 305.0804138183594
29216428.0 	 305.97222900390625
29216408.0 	 305.8154602050781
29216388.0 	 307.77642822265625
29216368.0 	 303.1102294921875
29216348.0 	 301.4026794433594
29216328.0 	 304.2138671875
29216308.0 	 300.3053894042969
29216290.0 	 305.1723327636719
29216270.0 	 304.5942687988281
29216250.0 	 307.8687744140625
29216230.0 	 305.13409423828125
29216210.0 	 302.6112976074219
29216188.0 	 306.6379089355469
