r [km] 	 vr [km/s] 
33393598.0 	 340.5149841308594
33393578.0 	 334.1459655761719
33393556.0 	 346.9801025390625
33393538.0 	 342.65557861328125
33393516.0 	 340.96002197265625
33393496.0 	 331.8350830078125
33393476.0 	 332.4413757324219
33393456.0 	 326.7031555175781
33393436.0 	 322.59063720703125
33393414.0 	 323.35430908203125
33393376.0 	 320.138427734375
33393354.0 	 320.6556701660156
33393334.0 	 322.2771911621094
33393314.0 	 323.30609130859375
33393294.0 	 325.68487548828125
33393274.0 	 331.001220703125
33393252.0 	 330.06329345703125
33393232.0 	 341.65679931640625
33393212.0 	 344.3216552734375
33393172.0 	 317.21258544921875
33393152.0 	 322.3486328125
33393132.0 	 302.90814208984375
33393110.0 	 318.1072692871094
33393092.0 	 317.95184326171875
33393072.0 	 319.2709045410156
33393048.0 	 316.3348388671875
33393030.0 	 323.64288330078125
33393010.0 	 327.04217529296875
33392988.0 	 323.0101318359375
33392970.0 	 318.1375427246094
33392948.0 	 317.16998291015625
33392928.0 	 320.34722900390625
33392910.0 	 321.00128173828125
33392868.0 	 343.43914794921875
33392846.0 	 342.9346923828125
33392826.0 	 339.6614074707031
33392806.0 	 340.18634033203125
33392786.0 	 344.80145263671875
33392766.0 	 314.82037353515625
33392744.0 	 320.16412353515625
33392706.0 	 326.1172180175781
33392642.0 	 334.3078308105469
33392622.0 	 317.3310241699219
33392604.0 	 323.9134216308594
33392582.0 	 318.5545959472656
33392562.0 	 325.44476318359375
33392542.0 	 335.2268981933594
33392522.0 	 329.3315124511719
33392502.0 	 333.8415222167969
33392462.0 	 331.2344055175781
33392438.0 	 330.37786865234375
33392420.0 	 331.5583190917969
33392400.0 	 336.2406921386719
33392378.0 	 321.29351806640625
33392360.0 	 337.33636474609375
33392340.0 	 333.3833312988281
33392318.0 	 331.3241271972656
33392300.0 	 311.639892578125
33392278.0 	 323.85687255859375
33392258.0 	 318.7114562988281
33392238.0 	 319.8466491699219
33392216.0 	 327.22613525390625
33392196.0 	 328.62225341796875
33392136.0 	 333.6241760253906
33392114.0 	 335.3201904296875
33392096.0 	 331.86724853515625
33392036.0 	 326.4723815917969
33392014.0 	 316.8819274902344
33391994.0 	 340.05133056640625
33391952.0 	 345.299560546875
33391932.0 	 344.54046630859375
33391912.0 	 339.1618347167969
33391892.0 	 338.3636779785156
33391870.0 	 335.530029296875
33391852.0 	 342.1212158203125
33391832.0 	 343.2289733886719
33391808.0 	 340.93194580078125
33391790.0 	 341.69281005859375
33391768.0 	 337.6207580566406
33391748.0 	 339.510986328125
33391730.0 	 338.5465393066406
33391688.0 	 338.7696228027344
33391670.0 	 335.7774658203125
33391648.0 	 343.8305969238281
33391628.0 	 339.90283203125
33391606.0 	 342.4739990234375
33391586.0 	 344.5028381347656
33391568.0 	 337.1623840332031
33391546.0 	 333.7444763183594
33391526.0 	 333.83563232421875
33391504.0 	 336.7073669433594
33391486.0 	 330.8934631347656
33391466.0 	 325.7722473144531
33391444.0 	 324.3291931152344
33391426.0 	 311.0653076171875
33391404.0 	 319.4884338378906
33391364.0 	 301.3658142089844
33391342.0 	 316.9695739746094
33391324.0 	 314.9295959472656
33391302.0 	 318.3946838378906
33391282.0 	 312.76318359375
33391264.0 	 317.2818298339844
33391242.0 	 319.2268371582031
33391222.0 	 320.50738525390625
33391200.0 	 315.39654541015625
33391182.0 	 312.1274719238281
33391162.0 	 306.6426086425781
33391140.0 	 299.2945251464844
33391122.0 	 318.40838623046875
33391098.0 	 315.0954895019531
33391078.0 	 322.82501220703125
33391060.0 	 314.9735412597656
33391038.0 	 327.3057861328125
33391018.0 	 319.0147399902344
33390998.0 	 313.5623474121094
33390976.0 	 319.0635986328125
33390958.0 	 327.24053955078125
33390936.0 	 321.49603271484375
33390876.0 	 332.98291015625
33390856.0 	 332.3822937011719
33390834.0 	 326.6856384277344
33390816.0 	 333.21856689453125
33390796.0 	 338.917236328125
33390774.0 	 343.0132751464844
33390754.0 	 335.7923583984375
33390734.0 	 343.3201904296875
33390694.0 	 342.056640625
33390672.0 	 347.5992736816406
33390654.0 	 338.6087951660156
33390612.0 	 342.84027099609375
33390572.0 	 313.7767639160156
33390552.0 	 317.2400817871094
33390530.0 	 310.61322021484375
33390512.0 	 310.0635681152344
33390492.0 	 313.421875
33390470.0 	 310.94317626953125
33390450.0 	 305.4117431640625
33390430.0 	 314.82000732421875
33390410.0 	 311.9420166015625
33390390.0 	 307.2849426269531
33390368.0 	 309.8417663574219
33390348.0 	 307.3229064941406
33390328.0 	 312.03582763671875
33390308.0 	 309.06707763671875
33390288.0 	 306.8114929199219
33390268.0 	 306.1952209472656
33390246.0 	 307.3943176269531
33390226.0 	 307.6784973144531
33390206.0 	 310.64886474609375
33390186.0 	 300.041259765625
33390164.0 	 303.4893493652344
33390144.0 	 310.2881164550781
33390126.0 	 309.11041259765625
33390104.0 	 313.1794738769531
33390084.0 	 319.8352966308594
33390062.0 	 311.2291564941406
33390024.0 	 311.377685546875
33390002.0 	 305.4397277832031
33389984.0 	 314.9727783203125
33389962.0 	 310.7503356933594
33389942.0 	 308.09759521484375
33389922.0 	 316.23272705078125
33389902.0 	 312.42901611328125
33389882.0 	 317.5766906738281
33389860.0 	 312.5196533203125
33389840.0 	 311.9866943359375
33389822.0 	 317.463134765625
33389800.0 	 312.498291015625
33389780.0 	 303.3002624511719
33389758.0 	 314.8327941894531
33389738.0 	 303.45367431640625
33389718.0 	 317.64013671875
33389698.0 	 320.56378173828125
33389678.0 	 315.99554443359375
33389656.0 	 307.2654724121094
33389638.0 	 313.64459228515625
33389618.0 	 310.5223693847656
33389596.0 	 312.1670837402344
33389578.0 	 318.1054382324219
33389554.0 	 317.35968017578125
33389534.0 	 302.9402160644531
33389516.0 	 314.2752685546875
33389494.0 	 307.4632263183594
33389474.0 	 309.464599609375
33389454.0 	 312.82025146484375
33389434.0 	 318.76837158203125
33389414.0 	 315.6439514160156
33389392.0 	 306.7487487792969
33389352.0 	 308.38623046875
33389332.0 	 317.7110595703125
33389312.0 	 313.0535888671875
33389290.0 	 326.9353332519531
33389272.0 	 321.6338806152344
33389252.0 	 321.429443359375
33389230.0 	 317.6013488769531
33389212.0 	 314.03448486328125
33389190.0 	 320.4447021484375
33389170.0 	 337.586181640625
33389150.0 	 335.7243347167969
33389128.0 	 334.3128356933594
33389108.0 	 325.1419372558594
33389088.0 	 342.7154846191406
33389068.0 	 333.59735107421875
33389048.0 	 335.31768798828125
33389028.0 	 339.8362121582031
33389008.0 	 332.66827392578125
33388986.0 	 325.55914306640625
33388968.0 	 319.10821533203125
33388946.0 	 319.4820251464844
33388926.0 	 323.25787353515625
33388906.0 	 318.685546875
33388884.0 	 328.2548828125
33388864.0 	 330.449951171875
33388846.0 	 320.95245361328125
33388824.0 	 329.93377685546875
33388804.0 	 314.41204833984375
33388784.0 	 335.6002197265625
33388764.0 	 323.23345947265625
33388744.0 	 327.4446105957031
33388722.0 	 328.0120544433594
33388682.0 	 320.13934326171875
33388662.0 	 321.8236999511719
33388642.0 	 319.2147216796875
33388622.0 	 327.86614990234375
33388602.0 	 328.2273864746094
33388580.0 	 322.62103271484375
33388560.0 	 329.0059509277344
33388540.0 	 322.434326171875
33388518.0 	 325.1397399902344
33388498.0 	 319.05902099609375
33388480.0 	 319.6189270019531
33388458.0 	 312.4477844238281
33388438.0 	 323.2817687988281
33388418.0 	 322.129638671875
33388398.0 	 320.00396728515625
33388378.0 	 311.73248291015625
33388358.0 	 316.3994445800781
33388338.0 	 322.71759033203125
33388316.0 	 323.7046203613281
33388296.0 	 312.4761962890625
33388276.0 	 323.7948913574219
33388256.0 	 320.2270202636719
33388236.0 	 323.5368347167969
33388214.0 	 321.0376892089844
33388194.0 	 325.5559387207031
33388176.0 	 323.79351806640625
33388154.0 	 307.10113525390625
33388134.0 	 307.04913330078125
33388112.0 	 309.9835205078125
