r [km] 	 vr [km/s] 
35480596.0 	 296.965576171875
35480536.0 	 298.9395751953125
35480496.0 	 291.7696533203125
35480476.0 	 298.0649108886719
35480352.0 	 296.6218566894531
35480336.0 	 299.0625305175781
35480272.0 	 299.8288269042969
35480252.0 	 293.6545104980469
35480232.0 	 286.5183410644531
35480148.0 	 304.0054931640625
35480068.0 	 302.10302734375
35480048.0 	 300.5051574707031
35480028.0 	 294.6726379394531
35479888.0 	 298.81549072265625
35479868.0 	 281.1451721191406
35479828.0 	 293.7201232910156
35479804.0 	 300.6098937988281
35479624.0 	 296.4635314941406
35479604.0 	 299.6588439941406
35479584.0 	 298.8466796875
35479560.0 	 303.0294189453125
35479540.0 	 297.23663330078125
35479520.0 	 303.5960998535156
35479500.0 	 292.31829833984375
35479480.0 	 302.7420654296875
35479464.0 	 302.9755554199219
35479440.0 	 284.8978271484375
35479420.0 	 299.80487060546875
35479400.0 	 302.2421569824219
35479380.0 	 301.1604919433594
35479360.0 	 285.8306579589844
35479340.0 	 302.5316162109375
35479316.0 	 305.83331298828125
35479256.0 	 301.7708435058594
35479240.0 	 295.9761047363281
35479220.0 	 281.2177734375
35479196.0 	 301.92376708984375
35479156.0 	 297.34417724609375
35479136.0 	 291.92852783203125
35479116.0 	 298.78436279296875
35479096.0 	 291.3661193847656
35479080.0 	 291.9816589355469
35479056.0 	 294.1712646484375
35479036.0 	 292.9145812988281
35479012.0 	 302.2049255371094
35478996.0 	 300.0960998535156
35478932.0 	 299.4450988769531
35478896.0 	 291.7124938964844
35478872.0 	 299.4362487792969
35478852.0 	 295.5678405761719
35478836.0 	 299.5645446777344
35478812.0 	 299.7644958496094
35478792.0 	 292.1601867675781
35478772.0 	 301.0265808105469
35478752.0 	 297.4211120605469
35478732.0 	 289.2170715332031
35478712.0 	 300.7356872558594
35478688.0 	 298.9671325683594
35478652.0 	 302.4695129394531
35478612.0 	 302.0253601074219
35478592.0 	 299.6719055175781
35478572.0 	 291.8678283691406
35478544.0 	 301.28192138671875
35478524.0 	 296.577392578125
35478488.0 	 291.19439697265625
35478468.0 	 293.521484375
35478448.0 	 298.4167785644531
35478424.0 	 302.9261779785156
35478408.0 	 302.6404113769531
35478384.0 	 296.3762512207031
35478364.0 	 301.5656433105469
35478348.0 	 288.414306640625
35478328.0 	 301.5426940917969
35478284.0 	 298.7408447265625
35478264.0 	 294.0937194824219
35478244.0 	 300.2412414550781
35478224.0 	 293.8202819824219
35478204.0 	 299.02911376953125
35478180.0 	 301.98394775390625
35478164.0 	 304.6262512207031
35478140.0 	 303.1038513183594
35478124.0 	 297.6431884765625
35478104.0 	 296.2099609375
35478084.0 	 292.5475158691406
35478060.0 	 305.07952880859375
35478040.0 	 302.3415832519531
35478020.0 	 306.5821838378906
35478000.0 	 299.8563537597656
35477980.0 	 298.94940185546875
35477964.0 	 301.6315612792969
35477940.0 	 298.7747802734375
35477920.0 	 305.15838623046875
35477896.0 	 296.1097717285156
35477880.0 	 293.8532409667969
35477860.0 	 295.85992431640625
35477820.0 	 298.07940673828125
35477796.0 	 303.1526184082031
35477780.0 	 296.5093688964844
35477760.0 	 298.0152893066406
35477736.0 	 307.5530700683594
35477720.0 	 304.7295837402344
35477700.0 	 312.4548645019531
35477676.0 	 308.1844177246094
35477656.0 	 312.1150207519531
35477636.0 	 315.65545654296875
35477616.0 	 309.78021240234375
35477600.0 	 312.82855224609375
35477576.0 	 306.5535888671875
35477552.0 	 311.80828857421875
35477536.0 	 312.662353515625
35477516.0 	 315.8770446777344
35477496.0 	 307.0121765136719
35477476.0 	 304.3069152832031
35477456.0 	 310.58795166015625
35477432.0 	 302.5013732910156
35477408.0 	 313.9007568359375
35477392.0 	 305.7584533691406
35477372.0 	 315.70025634765625
35477352.0 	 310.7016296386719
35477332.0 	 309.5732116699219
35477308.0 	 304.597412109375
35477292.0 	 307.4020690917969
35477272.0 	 316.4344787597656
35477248.0 	 302.8770446777344
35477232.0 	 311.2324523925781
35477212.0 	 308.0159912109375
35477188.0 	 302.390869140625
35477148.0 	 302.1851806640625
35477128.0 	 308.2435607910156
35477112.0 	 308.86859130859375
35477068.0 	 313.2227783203125
35477048.0 	 312.1676940917969
35477028.0 	 314.7792053222656
35477008.0 	 320.5111083984375
35476988.0 	 317.5821533203125
35476968.0 	 319.49407958984375
35476952.0 	 314.91094970703125
35476924.0 	 312.121337890625
35476904.0 	 314.019775390625
35476884.0 	 315.5839538574219
35476868.0 	 315.4556579589844
35476848.0 	 315.90325927734375
35476828.0 	 316.3765869140625
35476804.0 	 311.54681396484375
35476784.0 	 313.3753662109375
35476764.0 	 313.0168151855469
35476744.0 	 317.0469665527344
35476724.0 	 310.3597717285156
35476708.0 	 307.5543212890625
35476680.0 	 308.7430419921875
35476664.0 	 312.1329040527344
35476644.0 	 291.0343933105469
35476624.0 	 308.6864013671875
35476604.0 	 309.9146423339844
35476584.0 	 307.9771423339844
35476560.0 	 309.7701110839844
35476540.0 	 308.8323669433594
35476520.0 	 296.14154052734375
35476484.0 	 304.3883056640625
35476464.0 	 312.49127197265625
35476440.0 	 306.8287353515625
35476420.0 	 297.36383056640625
35476400.0 	 292.4192810058594
35476380.0 	 304.9800720214844
35476360.0 	 311.3691101074219
35476340.0 	 298.8301086425781
35476320.0 	 309.4930419921875
35476296.0 	 304.95465087890625
35476276.0 	 298.55682373046875
35476256.0 	 302.1424560546875
35476236.0 	 304.382080078125
35476220.0 	 315.6038513183594
35476196.0 	 314.70556640625
35476176.0 	 310.89385986328125
35476156.0 	 307.4517822265625
35476136.0 	 290.0298156738281
35476116.0 	 307.3382873535156
35476096.0 	 311.22100830078125
35476076.0 	 304.5607604980469
35476052.0 	 291.1232604980469
35476032.0 	 306.3845520019531
35476012.0 	 304.9508972167969
35475996.0 	 293.4307861328125
35475976.0 	 302.21038818359375
35475956.0 	 307.5532531738281
35475932.0 	 301.3578186035156
35475912.0 	 294.7481994628906
35475892.0 	 295.73516845703125
35475872.0 	 295.882568359375
35475852.0 	 302.48284912109375
35475812.0 	 288.6300354003906
35475792.0 	 294.7119140625
35475768.0 	 296.48516845703125
35475752.0 	 297.6338806152344
35475732.0 	 288.6737060546875
35475712.0 	 278.8714599609375
35475688.0 	 294.5285339355469
35475668.0 	 298.4927978515625
35475652.0 	 291.7877502441406
35475628.0 	 289.5745849609375
35475608.0 	 292.7939147949219
35475592.0 	 298.3822326660156
35475568.0 	 297.9400634765625
35475548.0 	 299.2625427246094
35475528.0 	 283.0074768066406
35475508.0 	 285.594970703125
35475488.0 	 294.06915283203125
35475468.0 	 282.4222412109375
35475448.0 	 290.5838928222656
35475424.0 	 295.75762939453125
35475408.0 	 293.2682800292969
35475384.0 	 283.23968505859375
35475368.0 	 290.8712158203125
35475348.0 	 291.8081359863281
35475328.0 	 291.6995849609375
35475304.0 	 289.8895568847656
35475284.0 	 297.4923095703125
35475264.0 	 300.3481140136719
35475244.0 	 290.2731628417969
35475224.0 	 289.4522705078125
35475204.0 	 293.7662048339844
35475180.0 	 283.62750244140625
35475140.0 	 294.8524169921875
35475084.0 	 288.98162841796875
35475060.0 	 300.4737548828125
35475040.0 	 284.2219543457031
35475020.0 	 293.2410583496094
35475000.0 	 288.0491027832031
35474980.0 	 281.6945495605469
35474964.0 	 286.37689208984375
35474936.0 	 282.3880920410156
35474920.0 	 286.2812805175781
35474896.0 	 287.3540344238281
35474880.0 	 288.7090759277344
35474860.0 	 283.25164794921875
35474840.0 	 287.0652770996094
35474816.0 	 276.5827331542969
35474796.0 	 276.896484375
35474776.0 	 282.8544616699219
35474756.0 	 289.48040771484375
35474736.0 	 287.9514465332031
35474716.0 	 276.4078063964844
35474696.0 	 283.50018310546875
35474676.0 	 287.6217041015625
35474656.0 	 283.2796325683594
35474636.0 	 295.88720703125
35474616.0 	 290.3247375488281
35474596.0 	 279.8316345214844
35474576.0 	 282.8842468261719
35474552.0 	 283.7171936035156
35474536.0 	 293.9922790527344
35474516.0 	 287.198974609375
35474476.0 	 283.7518005371094
35474456.0 	 288.8670959472656
35474232.0 	 293.34918212890625
35474212.0 	 269.0500183105469
35474192.0 	 289.5982666015625
35474168.0 	 288.0965881347656
35474108.0 	 289.7594909667969
35474088.0 	 289.0348205566406
35474064.0 	 292.60198974609375
35474048.0 	 301.4134216308594
35474028.0 	 276.1444091796875
35474008.0 	 299.3639221191406
35473988.0 	 282.1314392089844
35473868.0 	 276.9666442871094
35473844.0 	 290.2472839355469
35473804.0 	 283.62908935546875
35473784.0 	 283.79766845703125
35473764.0 	 297.5456237792969
35473744.0 	 295.20452880859375
35473704.0 	 300.6320495605469
35473680.0 	 287.5511474609375
35473664.0 	 279.6330261230469
35473640.0 	 285.7560729980469
35473624.0 	 295.2138977050781
35473600.0 	 273.5462646484375
35473584.0 	 289.5600891113281
35473560.0 	 290.4175720214844
35473540.0 	 288.041259765625
35473520.0 	 295.75628662109375
35473500.0 	 302.3765869140625
35473480.0 	 300.49163818359375
35473460.0 	 297.3141174316406
35473436.0 	 297.1647033691406
35473420.0 	 288.5868225097656
35473400.0 	 305.7762756347656
35473380.0 	 284.3132019042969
35473360.0 	 296.4312438964844
35473340.0 	 299.81634521484375
35473316.0 	 284.67620849609375
