r [km] 	 vr [km/s] 
25045188.0 	 259.3070068359375
25045170.0 	 263.0860900878906
25045150.0 	 258.2459411621094
25045134.0 	 257.69329833984375
25045118.0 	 260.2408142089844
25045100.0 	 257.30126953125
25045082.0 	 257.98052978515625
25045062.0 	 256.7903137207031
25045044.0 	 263.74383544921875
25045028.0 	 257.5133972167969
25045008.0 	 258.2387390136719
25044992.0 	 258.33050537109375
25044972.0 	 256.0032043457031
25044954.0 	 262.97991943359375
25044936.0 	 258.7799987792969
25044918.0 	 259.1700744628906
25044902.0 	 258.7811279296875
25044882.0 	 255.6337127685547
25044830.0 	 256.3724670410156
25044810.0 	 257.4382629394531
25044792.0 	 256.9034118652344
25044774.0 	 255.06600952148438
25044756.0 	 259.798583984375
25044740.0 	 258.0748291015625
25044720.0 	 257.3311462402344
25044704.0 	 258.1498718261719
25044684.0 	 259.015625
25044668.0 	 255.46163940429688
25044650.0 	 256.1955261230469
25044634.0 	 256.4363098144531
25044614.0 	 257.5068359375
25044596.0 	 254.75045776367188
25044578.0 	 255.49383544921875
25044560.0 	 259.3356628417969
25044544.0 	 260.47576904296875
25044526.0 	 257.0621032714844
25044508.0 	 256.6383972167969
25044488.0 	 261.3028259277344
25044470.0 	 259.1795959472656
25044454.0 	 256.5486755371094
25044436.0 	 260.489501953125
25044418.0 	 258.645751953125
25044400.0 	 261.2950134277344
25044380.0 	 255.48382568359375
25044362.0 	 260.1679992675781
25044346.0 	 260.3630065917969
25044326.0 	 257.5086364746094
25044310.0 	 257.5604553222656
25044290.0 	 258.87579345703125
25044256.0 	 259.7425842285156
25044236.0 	 261.5963134765625
25044220.0 	 257.4248962402344
25044200.0 	 257.4676818847656
25044182.0 	 260.08245849609375
25044166.0 	 259.33807373046875
25044148.0 	 263.4700927734375
25044128.0 	 260.2346496582031
25044112.0 	 259.15948486328125
25044092.0 	 258.09429931640625
25044074.0 	 260.158447265625
25044060.0 	 260.3019714355469
25044042.0 	 260.9118957519531
25044022.0 	 257.754150390625
25044004.0 	 261.1135559082031
25043986.0 	 262.49932861328125
25043970.0 	 255.59817504882812
25043952.0 	 261.4397277832031
25043932.0 	 264.6463928222656
25043916.0 	 262.6889343261719
25043896.0 	 263.3382263183594
25043880.0 	 259.65924072265625
25043862.0 	 262.52252197265625
25043844.0 	 258.8874816894531
25043826.0 	 261.8836975097656
25043806.0 	 258.4140930175781
25043788.0 	 261.3661804199219
25043772.0 	 258.9096984863281
25043754.0 	 259.67681884765625
25043736.0 	 258.789306640625
25043718.0 	 259.9419250488281
25043698.0 	 259.65289306640625
25043664.0 	 263.2838134765625
25043644.0 	 259.20611572265625
25043628.0 	 261.1685485839844
25043608.0 	 261.8429260253906
25043590.0 	 260.8477478027344
25043574.0 	 257.88165283203125
25043554.0 	 259.98126220703125
25043538.0 	 259.60205078125
25043518.0 	 258.65087890625
25043500.0 	 260.1127624511719
25043486.0 	 260.5848388671875
25043468.0 	 260.5994567871094
25043450.0 	 259.02874755859375
25043430.0 	 260.5111389160156
25043412.0 	 264.82366943359375
25043396.0 	 259.5437927246094
25043378.0 	 262.59515380859375
25043360.0 	 270.3913269042969
25043342.0 	 266.42218017578125
25043324.0 	 262.2131652832031
25043304.0 	 263.7669372558594
25043288.0 	 263.09185791015625
25043270.0 	 260.0556335449219
25043252.0 	 260.8190002441406
25043234.0 	 261.4980773925781
25043214.0 	 262.5766906738281
25043198.0 	 260.0191955566406
25043180.0 	 261.146728515625
25043162.0 	 257.0419921875
25043144.0 	 261.2888488769531
25043124.0 	 258.94683837890625
25043106.0 	 259.40203857421875
25043072.0 	 258.5311279296875
25043054.0 	 259.8778076171875
25043036.0 	 259.8042907714844
25043016.0 	 262.7126159667969
25043000.0 	 259.97283935546875
25042982.0 	 259.3136291503906
25042962.0 	 262.1626281738281
25042946.0 	 257.7176818847656
25042926.0 	 256.9553527832031
25042912.0 	 261.3223571777344
25042894.0 	 260.8292541503906
25042876.0 	 261.1130676269531
25042858.0 	 259.421142578125
25042838.0 	 261.0101013183594
25042820.0 	 258.1127014160156
25042804.0 	 264.436767578125
25042786.0 	 262.1949768066406
25042768.0 	 264.0974426269531
25042750.0 	 259.2138366699219
25042730.0 	 256.7884216308594
25042714.0 	 262.5827941894531
25042696.0 	 260.4977722167969
25042678.0 	 259.8626708984375
25042660.0 	 260.1662902832031
25042642.0 	 256.02081298828125
25042622.0 	 260.665771484375
25042606.0 	 257.95166015625
25042588.0 	 257.8627014160156
25042570.0 	 259.8866882324219
25042552.0 	 259.436279296875
25042532.0 	 258.55126953125
25042516.0 	 275.39825439453125
25042480.0 	 255.3994598388672
25042462.0 	 256.126953125
25042442.0 	 259.2115478515625
25042428.0 	 254.6455535888672
25042410.0 	 259.6051025390625
25042390.0 	 260.4605712890625
25042372.0 	 258.13385009765625
25042354.0 	 271.45166015625
25042334.0 	 258.5909118652344
25042320.0 	 260.7601623535156
25042300.0 	 260.0787658691406
25042284.0 	 261.6108703613281
25042266.0 	 259.99114990234375
25042248.0 	 256.9455261230469
25042232.0 	 259.21746826171875
25042212.0 	 260.3000793457031
25042194.0 	 256.52935791015625
25042176.0 	 259.4140930175781
25042158.0 	 256.3865966796875
25042138.0 	 259.4346923828125
25042122.0 	 264.2264099121094
25042104.0 	 266.4000244140625
25042086.0 	 258.2003479003906
25042068.0 	 260.0666198730469
25042048.0 	 258.7629089355469
25042032.0 	 266.0520324707031
25042014.0 	 255.21998596191406
25041996.0 	 259.97760009765625
25041978.0 	 262.0325622558594
25041960.0 	 260.71807861328125
