r [km] 	 vr [km/s] 
40350624.0 	 285.4205627441406
40350704.0 	 286.0299072265625
40350780.0 	 284.8388366699219
40350860.0 	 285.4278259277344
40350940.0 	 285.7420959472656
40351020.0 	 286.77410888671875
40351100.0 	 283.1878967285156
40351180.0 	 284.04632568359375
40351256.0 	 284.0528564453125
40351340.0 	 285.02191162109375
40351416.0 	 286.2997131347656
40351500.0 	 286.24468994140625
40351576.0 	 286.23004150390625
40351656.0 	 285.28192138671875
40351736.0 	 286.0789489746094
40351812.0 	 286.16571044921875
40351896.0 	 284.38079833984375
40351972.0 	 284.4878845214844
40352052.0 	 283.0396728515625
40352132.0 	 286.4494934082031
40352212.0 	 284.9608459472656
40352292.0 	 286.8009338378906
40352368.0 	 287.45855712890625
40352448.0 	 285.6899719238281
40352528.0 	 286.1997375488281
40352688.0 	 285.87188720703125
40352764.0 	 284.9737548828125
40352844.0 	 285.92962646484375
40352924.0 	 285.23980712890625
40353004.0 	 285.52911376953125
40353084.0 	 285.72894287109375
40353160.0 	 284.9368591308594
40353240.0 	 286.21197509765625
40353320.0 	 286.8814392089844
40353396.0 	 287.00897216796875
40353480.0 	 285.1684875488281
40353556.0 	 285.8271484375
40353636.0 	 282.47174072265625
40353716.0 	 284.5664367675781
40353796.0 	 283.4827575683594
40353876.0 	 284.20941162109375
40353952.0 	 282.8911437988281
40354032.0 	 286.09228515625
40354116.0 	 283.4830627441406
40354192.0 	 285.455322265625
40354276.0 	 283.6968078613281
40354352.0 	 285.4894104003906
40354428.0 	 282.91217041015625
40354512.0 	 284.2225036621094
40354588.0 	 285.5721435546875
40354672.0 	 284.677490234375
40354748.0 	 285.3144836425781
40354828.0 	 284.6409912109375
40354908.0 	 284.7214050292969
40354984.0 	 281.623291015625
40355064.0 	 284.49462890625
40355144.0 	 284.3935546875
40355304.0 	 285.1683044433594
40355380.0 	 284.3908386230469
40355460.0 	 285.664306640625
40355540.0 	 285.4334411621094
40355616.0 	 288.35711669921875
40355700.0 	 285.5658874511719
40355776.0 	 286.3508605957031
40355856.0 	 284.48992919921875
40355936.0 	 284.351318359375
40356016.0 	 283.853271484375
40356096.0 	 283.8739013671875
40356172.0 	 286.081787109375
40356252.0 	 285.9875183105469
40356332.0 	 283.2396545410156
40356412.0 	 284.3940124511719
40356492.0 	 284.9958801269531
40356572.0 	 286.0935974121094
40356648.0 	 284.546630859375
40356732.0 	 282.1296081542969
40356808.0 	 283.9853820800781
40356892.0 	 284.49871826171875
40356968.0 	 283.4847717285156
40357048.0 	 282.80712890625
40357128.0 	 285.1988525390625
40357204.0 	 285.7342529296875
40357284.0 	 286.3059387207031
40357364.0 	 284.9755554199219
40357444.0 	 286.5083923339844
40357524.0 	 285.58233642578125
40357600.0 	 286.2926025390625
40357684.0 	 285.6697692871094
40357760.0 	 284.34576416015625
40357920.0 	 283.8671875
40357996.0 	 285.1244812011719
40358076.0 	 284.3423156738281
40358156.0 	 283.9452819824219
40358232.0 	 284.05224609375
40358316.0 	 283.5016174316406
40358392.0 	 281.905517578125
40358472.0 	 284.2312316894531
40358552.0 	 284.6179504394531
40358632.0 	 283.3046875
40358712.0 	 282.18939208984375
40358792.0 	 283.9657897949219
40358868.0 	 283.01007080078125
40358948.0 	 281.8338317871094
40359028.0 	 282.86065673828125
40359108.0 	 283.3659973144531
40359188.0 	 281.6180114746094
40359264.0 	 282.013427734375
40359348.0 	 282.1582336425781
40359424.0 	 283.80224609375
40359504.0 	 284.3805847167969
40359584.0 	 284.75604248046875
40359660.0 	 284.88385009765625
40359740.0 	 283.57012939453125
40359820.0 	 283.2984924316406
40359900.0 	 283.0946960449219
40359976.0 	 283.78643798828125
40360056.0 	 283.36077880859375
40360140.0 	 283.4909973144531
40360216.0 	 283.4283447265625
40360300.0 	 284.4747009277344
40360376.0 	 284.29791259765625
40360536.0 	 283.0450744628906
40360612.0 	 283.6424255371094
40360692.0 	 283.7752990722656
40360772.0 	 282.8713073730469
40360852.0 	 282.1391906738281
40360932.0 	 282.4412841796875
40361012.0 	 284.3547058105469
40361088.0 	 284.57427978515625
40361168.0 	 285.15509033203125
40361248.0 	 285.3572998046875
40361328.0 	 283.65252685546875
40361408.0 	 281.5443420410156
40361484.0 	 286.21624755859375
40361564.0 	 282.9101867675781
40361644.0 	 283.16717529296875
40361724.0 	 282.4759826660156
40361800.0 	 284.59185791015625
40361880.0 	 283.9533386230469
40361960.0 	 283.6853332519531
40362040.0 	 280.33514404296875
40362120.0 	 282.5516357421875
40362200.0 	 284.72119140625
40362276.0 	 283.17803955078125
40362356.0 	 282.99957275390625
40362436.0 	 284.1538391113281
40362512.0 	 282.69842529296875
40362596.0 	 283.8212890625
40362672.0 	 283.5752868652344
40362756.0 	 281.72747802734375
40362832.0 	 282.8386535644531
40362908.0 	 282.5537414550781
40362992.0 	 281.9163818359375
40363152.0 	 284.0177001953125
40363232.0 	 283.78314208984375
40363308.0 	 283.9202880859375
40363388.0 	 283.9281921386719
40363468.0 	 283.6632385253906
40363548.0 	 283.85198974609375
40363624.0 	 284.73321533203125
40363704.0 	 283.3022766113281
40363788.0 	 282.47601318359375
40363864.0 	 283.9153137207031
40363940.0 	 284.9754943847656
40364024.0 	 282.7608642578125
40364100.0 	 284.6370849609375
40364184.0 	 285.5356140136719
40364260.0 	 284.60272216796875
40364340.0 	 286.20855712890625
40364420.0 	 285.283203125
40364496.0 	 284.72283935546875
40364580.0 	 285.7093505859375
40364656.0 	 283.7222900390625
40364736.0 	 281.83197021484375
40364816.0 	 284.1374206542969
40364896.0 	 284.16180419921875
40364976.0 	 284.65020751953125
40365056.0 	 284.9884033203125
40365132.0 	 284.7318115234375
40365212.0 	 284.937255859375
40365292.0 	 284.21405029296875
40365368.0 	 282.8829345703125
40365452.0 	 283.8108825683594
40365528.0 	 284.18408203125
40365612.0 	 282.91375732421875
40365764.0 	 286.41729736328125
40365848.0 	 283.1167907714844
40365924.0 	 285.96539306640625
40366008.0 	 285.8264465332031
40366084.0 	 287.0711975097656
40366160.0 	 285.3092956542969
40366244.0 	 287.4963684082031
40366320.0 	 285.8163757324219
40366404.0 	 286.6457824707031
40366480.0 	 285.0531005859375
40366560.0 	 286.48748779296875
40366640.0 	 285.8226318359375
40366720.0 	 282.9117736816406
40366796.0 	 286.39422607421875
40366876.0 	 286.750732421875
40366956.0 	 286.462890625
40367036.0 	 285.64752197265625
40367112.0 	 284.0173034667969
40367192.0 	 285.0732421875
40367272.0 	 287.7564392089844
40367352.0 	 286.346923828125
40367432.0 	 282.508056640625
40367508.0 	 284.9861145019531
40367588.0 	 285.1878967285156
40367672.0 	 284.866455078125
40367748.0 	 284.7792663574219
40367828.0 	 286.092529296875
40367908.0 	 284.98046875
40367984.0 	 285.6415100097656
40368068.0 	 284.73193359375
40368144.0 	 284.4048767089844
40368224.0 	 284.3831787109375
40368384.0 	 286.320556640625
40368464.0 	 285.37188720703125
40368540.0 	 285.7267150878906
40368620.0 	 287.7317199707031
40368700.0 	 285.7298278808594
40368776.0 	 286.2420654296875
40368856.0 	 286.4823913574219
40368936.0 	 288.1198425292969
40369016.0 	 285.080322265625
40369096.0 	 284.8793640136719
40369172.0 	 284.2970886230469
40369252.0 	 284.5070495605469
40369332.0 	 284.6120300292969
40369412.0 	 284.3825988769531
40369492.0 	 282.1339416503906
40369572.0 	 284.5950927734375
40369648.0 	 284.5563659667969
40369732.0 	 285.52008056640625
40369808.0 	 285.35040283203125
40369892.0 	 284.93597412109375
40369968.0 	 284.0182800292969
40370048.0 	 284.4018859863281
40370128.0 	 282.8258361816406
40370204.0 	 285.2514343261719
40370284.0 	 283.23370361328125
40370364.0 	 283.0977478027344
40370440.0 	 279.8689880371094
40370524.0 	 283.0794982910156
40370600.0 	 286.5885314941406
40370680.0 	 285.3765563964844
40370760.0 	 285.3536376953125
40370840.0 	 288.7598876953125
40370996.0 	 286.90081787109375
40371076.0 	 285.325439453125
40371156.0 	 281.8913269042969
40371236.0 	 284.1862487792969
40371312.0 	 287.72430419921875
40371396.0 	 285.55450439453125
40371472.0 	 285.1851806640625
40371556.0 	 285.43609619140625
40371632.0 	 287.6490783691406
40371712.0 	 289.2648620605469
40371792.0 	 288.5155029296875
40371868.0 	 289.0526428222656
40371948.0 	 286.170654296875
40372028.0 	 286.8893737792969
40372104.0 	 285.8930358886719
40372188.0 	 287.6585998535156
40372264.0 	 289.7277526855469
40372344.0 	 286.3595886230469
40372424.0 	 284.1416931152344
40372504.0 	 286.4424743652344
40372584.0 	 287.65216064453125
40372664.0 	 284.7550354003906
40372740.0 	 283.63775634765625
40372820.0 	 285.7101135253906
40372900.0 	 283.7412414550781
40372976.0 	 283.63580322265625
40373060.0 	 283.14996337890625
40373136.0 	 282.64739990234375
40373216.0 	 279.0927429199219
40373296.0 	 280.816650390625
40373376.0 	 281.6719970703125
40373456.0 	 282.0661926269531
40373616.0 	 281.9951171875
40373696.0 	 285.34716796875
40373772.0 	 283.55419921875
40373856.0 	 280.32476806640625
40373932.0 	 283.1101379394531
40374008.0 	 282.2341613769531
40374092.0 	 282.93768310546875
40374168.0 	 282.7388000488281
40374252.0 	 284.5417175292969
40374328.0 	 283.9906921386719
40374408.0 	 283.86651611328125
40374488.0 	 282.42999267578125
40374564.0 	 284.4836730957031
40374644.0 	 284.14666748046875
40374724.0 	 285.4220886230469
40374804.0 	 284.59613037109375
40374884.0 	 286.3135986328125
40374964.0 	 282.88751220703125
40375040.0 	 282.1534423828125
40375124.0 	 286.13104248046875
40375200.0 	 283.88311767578125
40375284.0 	 285.30279541015625
40375360.0 	 284.4185485839844
40375436.0 	 282.53997802734375
40375520.0 	 281.64031982421875
40375596.0 	 280.9806823730469
40375676.0 	 282.8350524902344
40375756.0 	 281.7178955078125
40375832.0 	 283.0980529785156
40375912.0 	 282.18011474609375
40375992.0 	 282.2254943847656
40376072.0 	 282.66949462890625
40376228.0 	 283.1781921386719
40376308.0 	 282.51312255859375
40376388.0 	 281.36053466796875
40376464.0 	 280.75482177734375
40376548.0 	 282.4347839355469
40376628.0 	 282.0607604980469
40376704.0 	 281.3515319824219
40376788.0 	 282.99774169921875
40376864.0 	 283.41925048828125
40376940.0 	 283.4291076660156
40377024.0 	 283.64361572265625
40377100.0 	 284.31219482421875
40377184.0 	 282.5181884765625
40377260.0 	 279.3350830078125
40377340.0 	 283.410888671875
40377420.0 	 281.20880126953125
40377496.0 	 281.5785217285156
40377580.0 	 281.46502685546875
40377656.0 	 281.82122802734375
40377732.0 	 282.6483459472656
40377816.0 	 282.2859191894531
40377892.0 	 281.5390930175781
40377972.0 	 282.32135009765625
40378056.0 	 282.67529296875
40378132.0 	 283.4175109863281
