r [km] 	 vr [km/s] 
27827976.0 	 287.4449768066406
27827956.0 	 290.07830810546875
27827938.0 	 283.406005859375
27827918.0 	 289.5579528808594
27827898.0 	 284.80419921875
27827878.0 	 285.860595703125
27827858.0 	 282.84747314453125
27827840.0 	 290.8406066894531
27827820.0 	 294.9399108886719
27827800.0 	 294.5810546875
27827780.0 	 294.3974609375
27827760.0 	 294.7308349609375
27827742.0 	 296.9062194824219
27827724.0 	 301.00726318359375
27827704.0 	 303.5382385253906
27827684.0 	 304.1960144042969
27827664.0 	 301.54058837890625
27827644.0 	 296.1850891113281
27827624.0 	 295.37127685546875
27827606.0 	 295.7823791503906
27827588.0 	 305.37237548828125
27827566.0 	 304.3210754394531
27827528.0 	 305.7616271972656
27827508.0 	 307.6855163574219
27827488.0 	 307.2961120605469
27827470.0 	 305.4541931152344
27827452.0 	 299.2687072753906
27827430.0 	 295.3274841308594
27827410.0 	 283.426513671875
27827392.0 	 296.6138000488281
27827372.0 	 293.5674133300781
27827334.0 	 284.97906494140625
27827314.0 	 287.7741394042969
27827294.0 	 294.7245178222656
27827276.0 	 296.7364196777344
27827140.0 	 294.50848388671875
27827120.0 	 290.1297607421875
27827102.0 	 294.3096008300781
27827080.0 	 301.16802978515625
27826790.0 	 297.258056640625
27826772.0 	 297.8316650390625
27826752.0 	 295.3749694824219
27826730.0 	 287.22613525390625
27826692.0 	 292.8492126464844
27826672.0 	 297.1734313964844
27826652.0 	 289.5929260253906
27826632.0 	 287.8307189941406
27826614.0 	 297.77276611328125
27826594.0 	 286.7298889160156
27826576.0 	 290.9662170410156
27826556.0 	 291.7667541503906
27826536.0 	 292.082275390625
27826516.0 	 290.8572998046875
27826496.0 	 289.7742004394531
27826476.0 	 291.5502014160156
27826458.0 	 289.13751220703125
27826440.0 	 288.4922790527344
27826398.0 	 290.8304138183594
27826380.0 	 289.8656921386719
27826362.0 	 289.8211669921875
27826340.0 	 290.6544494628906
27826322.0 	 287.6052551269531
27826304.0 	 297.6095275878906
27826282.0 	 295.5289001464844
27826264.0 	 298.1301574707031
27826244.0 	 296.2412414550781
27826224.0 	 295.9450378417969
27826206.0 	 302.9847717285156
27826186.0 	 294.67608642578125
27826166.0 	 290.4339599609375
27826146.0 	 289.1665954589844
27826128.0 	 283.0859375
27826108.0 	 283.0307922363281
27826088.0 	 284.4685974121094
27826048.0 	 283.6169128417969
27826030.0 	 283.50958251953125
27826012.0 	 286.7289733886719
27825952.0 	 282.62945556640625
27825932.0 	 285.73016357421875
27825912.0 	 295.28643798828125
27825836.0 	 277.5508117675781
27825816.0 	 279.00213623046875
27825796.0 	 285.1493835449219
27825776.0 	 284.14263916015625
27825756.0 	 286.99810791015625
27825738.0 	 294.7746276855469
27825720.0 	 290.3907775878906
27825698.0 	 296.74969482421875
27825680.0 	 292.312744140625
27825662.0 	 290.40362548828125
27825642.0 	 298.7993469238281
27825624.0 	 290.9075927734375
27825604.0 	 289.09906005859375
27825582.0 	 284.7962646484375
27825564.0 	 287.7309875488281
27825544.0 	 285.6054382324219
27825526.0 	 289.1689147949219
27825506.0 	 298.19390869140625
27825466.0 	 292.55621337890625
27825446.0 	 283.7025451660156
27825408.0 	 281.4525451660156
27825390.0 	 284.85675048828125
27825372.0 	 295.00897216796875
27825214.0 	 286.876953125
27825194.0 	 284.65875244140625
27825176.0 	 292.6003723144531
27825156.0 	 292.33758544921875
27825134.0 	 289.2889099121094
27825116.0 	 281.2423095703125
27825096.0 	 288.52618408203125
27825076.0 	 280.4438781738281
27825058.0 	 274.9386291503906
27824998.0 	 280.8884582519531
27824980.0 	 281.1044921875
27824960.0 	 279.218017578125
27824940.0 	 278.08111572265625
27824922.0 	 272.27484130859375
27824900.0 	 283.6740417480469
27824882.0 	 279.10443115234375
27824864.0 	 276.0373229980469
27824764.0 	 285.7018737792969
27824746.0 	 280.81781005859375
27824728.0 	 279.1665954589844
27824708.0 	 290.4691467285156
27824454.0 	 293.9507751464844
27824358.0 	 300.4982604980469
27824338.0 	 298.14453125
27824318.0 	 304.0326843261719
27824124.0 	 296.66253662109375
27824104.0 	 299.0331726074219
27823776.0 	 298.6594543457031
27823754.0 	 303.50384521484375
27823736.0 	 299.5176696777344
27823716.0 	 302.52008056640625
27823696.0 	 306.3816223144531
27823676.0 	 299.3453063964844
27823658.0 	 296.2536926269531
27823636.0 	 297.0884704589844
27823618.0 	 298.2742919921875
27823580.0 	 312.4290771484375
27823560.0 	 305.3312072753906
27823542.0 	 302.0223693847656
27823520.0 	 297.3253173828125
27823482.0 	 304.7058410644531
27823464.0 	 303.16900634765625
27823444.0 	 308.95672607421875
27823404.0 	 306.8101501464844
27823364.0 	 315.7731628417969
27823346.0 	 305.8104248046875
27823326.0 	 297.76904296875
27823306.0 	 305.96923828125
27823288.0 	 298.942626953125
27823268.0 	 299.51922607421875
27823248.0 	 303.8207702636719
27823230.0 	 298.70355224609375
27823210.0 	 294.83990478515625
27823190.0 	 298.7185974121094
27823132.0 	 296.74029541015625
27823114.0 	 296.1663818359375
27823094.0 	 292.79278564453125
27823072.0 	 288.72039794921875
27823054.0 	 294.8824157714844
27823036.0 	 294.02508544921875
27823014.0 	 288.1434326171875
27822996.0 	 282.5519104003906
27822978.0 	 296.4905090332031
27822956.0 	 293.6824645996094
27822936.0 	 293.5049133300781
27822918.0 	 295.3583068847656
27822898.0 	 300.1207275390625
27822880.0 	 296.24749755859375
27822840.0 	 288.8638916015625
27822820.0 	 294.94769287109375
27822802.0 	 290.96240234375
27822782.0 	 293.3837890625
27822762.0 	 298.3875732421875
27822740.0 	 302.4070739746094
27822722.0 	 309.94512939453125
27822704.0 	 306.68707275390625
27822684.0 	 307.3611755371094
27822664.0 	 308.104248046875
27822646.0 	 313.2433166503906
27822624.0 	 318.71307373046875
27822606.0 	 318.06268310546875
27822586.0 	 315.717529296875
27822568.0 	 315.7977294921875
27822550.0 	 309.54852294921875
27822530.0 	 307.2595520019531
27822508.0 	 303.96966552734375
27822488.0 	 299.5601806640625
27822470.0 	 300.14031982421875
27822450.0 	 298.6169128417969
27822432.0 	 298.364013671875
27822414.0 	 302.2260437011719
27822392.0 	 307.0086364746094
27822372.0 	 313.6493835449219
27822354.0 	 314.4129638671875
27822336.0 	 309.4313049316406
27822316.0 	 310.903076171875
27822298.0 	 307.8930358886719
27822276.0 	 304.9839782714844
27822256.0 	 288.9921875
27822238.0 	 292.4952697753906
27822200.0 	 289.7057800292969
27821556.0 	 279.7522888183594
27820914.0 	 281.7698974609375
27820410.0 	 267.0027770996094
27820390.0 	 272.5712890625
27820370.0 	 268.9592590332031
27820312.0 	 270.4945068359375
27820274.0 	 271.5609130859375
27820252.0 	 265.2409973144531
27820156.0 	 267.2718505859375
27820136.0 	 269.558837890625
27820116.0 	 273.994384765625
27820098.0 	 270.7915344238281
27819922.0 	 272.7652282714844
27819632.0 	 271.2729797363281
27819612.0 	 267.6905212402344
27819378.0 	 275.4934387207031
27819356.0 	 273.3581237792969
27819338.0 	 272.070556640625
27819320.0 	 271.8990783691406
27819260.0 	 272.9766540527344
27819240.0 	 274.7441711425781
27819222.0 	 278.1563720703125
27819202.0 	 275.9607238769531
27819182.0 	 278.5630798339844
27819164.0 	 274.0335998535156
27819144.0 	 282.5033874511719
27819028.0 	 279.2164611816406
27818988.0 	 279.2815246582031
27818910.0 	 282.37060546875
27818892.0 	 280.8490905761719
27818872.0 	 281.9952392578125
27818852.0 	 279.59375
27818834.0 	 277.7698669433594
27818812.0 	 287.6290283203125
27818620.0 	 294.0094299316406
27818542.0 	 286.5673828125
27818524.0 	 284.5527038574219
27818346.0 	 288.7335510253906
27818328.0 	 281.7921142578125
27818308.0 	 281.7481689453125
27818290.0 	 283.49627685546875
27818270.0 	 276.14227294921875
27818248.0 	 271.9677734375
27818228.0 	 279.73028564453125
27818210.0 	 276.4536437988281
27818192.0 	 286.3140869140625
27818172.0 	 274.36358642578125
27818154.0 	 281.0475158691406
27818132.0 	 282.6266784667969
27818112.0 	 286.1180419921875
27818094.0 	 292.68719482421875
27818074.0 	 289.21075439453125
27818056.0 	 289.0721130371094
27818034.0 	 286.80828857421875
27818016.0 	 286.9277648925781
27817996.0 	 286.07342529296875
27817978.0 	 284.1363220214844
27817958.0 	 279.7606506347656
27817938.0 	 276.7264404296875
27817918.0 	 270.3835144042969
27817898.0 	 271.87255859375
27817878.0 	 269.450439453125
27817860.0 	 269.8612365722656
27817842.0 	 265.1396789550781
27817822.0 	 272.0201416015625
27817802.0 	 272.4267883300781
27817782.0 	 270.64276123046875
27817764.0 	 272.4541320800781
27817742.0 	 273.4539794921875
27817702.0 	 274.8544616699219
27817684.0 	 278.80950927734375
27817666.0 	 275.8118896484375
27817492.0 	 275.14306640625
27817374.0 	 267.2872619628906
27817356.0 	 267.9898681640625
27817334.0 	 270.1321716308594
27817316.0 	 263.2277526855469
27817298.0 	 266.59710693359375
27817278.0 	 269.7908630371094
27817140.0 	 273.8398132324219
27817122.0 	 274.846435546875
27817102.0 	 275.0118408203125
27817064.0 	 276.9861145019531
27817006.0 	 274.37750244140625
27816986.0 	 272.8248291015625
27816906.0 	 273.6484680175781
27816830.0 	 277.583251953125
27816810.0 	 278.15338134765625
27816674.0 	 271.47991943359375
27816654.0 	 273.71759033203125
27816636.0 	 268.5820617675781
27816616.0 	 267.18743896484375
27816596.0 	 265.83575439453125
27816576.0 	 269.6661376953125
27816556.0 	 270.8211669921875
27816478.0 	 265.2567443847656
27816460.0 	 265.3403015136719
27816420.0 	 268.24249267578125
27816402.0 	 266.4692687988281
27816226.0 	 269.1202392578125
27816208.0 	 259.885009765625
27816188.0 	 268.33905029296875
27816168.0 	 260.7440185546875
27816110.0 	 271.41937255859375
27816092.0 	 270.2340087890625
27816070.0 	 268.71575927734375
27816050.0 	 268.1758117675781
27816032.0 	 269.34063720703125
27816012.0 	 265.6545715332031
27815992.0 	 265.5609436035156
27815780.0 	 272.3769226074219
27815138.0 	 281.4530944824219
27814690.0 	 285.6742248535156
27814670.0 	 281.1170654296875
27814494.0 	 285.3036804199219
27813992.0 	 295.232177734375
27813970.0 	 283.2946472167969
27813854.0 	 284.3959045410156
27813212.0 	 293.9952087402344
27813018.0 	 303.399658203125
27812996.0 	 298.23284912109375
27812978.0 	 307.6202697753906
27812960.0 	 305.0294189453125
27812940.0 	 307.17193603515625
27812920.0 	 318.2379150390625
27812902.0 	 310.2151184082031
27812880.0 	 312.9205017089844
27812860.0 	 306.97613525390625
27812842.0 	 300.8207092285156
27812824.0 	 297.4229736328125
27812570.0 	 292.9451599121094
27812552.0 	 289.3565673828125
27812376.0 	 303.27545166015625
27812356.0 	 311.8182067871094
27812336.0 	 316.32940673828125
27812318.0 	 312.4264221191406
27812298.0 	 313.3154602050781
27812280.0 	 302.0174560546875
27812262.0 	 313.37847900390625
27812240.0 	 298.4932861328125
27812220.0 	 303.0951232910156
27812182.0 	 281.4700012207031
27812162.0 	 274.3452453613281
27812142.0 	 293.4051513671875
27812122.0 	 298.6199035644531
27812104.0 	 300.81451416015625
27812066.0 	 304.552490234375
27812046.0 	 291.5689392089844
27812026.0 	 302.2978515625
27812006.0 	 299.2615661621094
27811926.0 	 294.45623779296875
27811890.0 	 293.4037780761719
27811870.0 	 286.13116455078125
27811734.0 	 288.639404296875
27811714.0 	 280.0705871582031
27811694.0 	 277.62139892578125
27811674.0 	 282.51470947265625
27811656.0 	 281.1269836425781
27811638.0 	 298.6856994628906
27811618.0 	 287.4673767089844
27811598.0 	 276.2627258300781
27811520.0 	 271.20166015625
27811500.0 	 274.2609558105469
27811480.0 	 277.5398864746094
27811462.0 	 281.6184387207031
27811442.0 	 285.007080078125
27811404.0 	 286.61163330078125
27811324.0 	 277.89410400390625
27811288.0 	 279.8561706542969
27811266.0 	 277.346923828125
27811190.0 	 271.0340270996094
27811170.0 	 270.6448974609375
27811148.0 	 266.4902648925781
27811130.0 	 268.8668518066406
27811112.0 	 269.7872619628906
27811092.0 	 275.13525390625
27811076.0 	 272.11712646484375
27811054.0 	 269.275390625
27811034.0 	 273.09674072265625
27811016.0 	 271.5488586425781
27810996.0 	 281.0690612792969
27810976.0 	 268.70721435546875
27810956.0 	 269.4618225097656
27810936.0 	 276.17236328125
27810722.0 	 277.2811584472656
27810704.0 	 273.0910339355469
27810684.0 	 273.0314636230469
27810646.0 	 280.923583984375
27810626.0 	 281.13525390625
27810606.0 	 275.6061096191406
27810588.0 	 275.9324035644531
27810568.0 	 270.7958068847656
27810548.0 	 277.1782531738281
27810528.0 	 276.66046142578125
27810508.0 	 273.20458984375
27810488.0 	 278.63641357421875
27810470.0 	 286.2362060546875
27810452.0 	 298.1361083984375
27810432.0 	 294.65704345703125
27810412.0 	 293.95733642578125
27810392.0 	 293.1932678222656
27810372.0 	 285.1769104003906
27810354.0 	 282.12005615234375
27810334.0 	 287.9500732421875
27810312.0 	 290.7769775390625
27810218.0 	 266.808349609375
27810196.0 	 265.4649963378906
27810138.0 	 274.0618896484375
27810120.0 	 281.1301574707031
27810098.0 	 286.16357421875
27810042.0 	 279.3786315917969
27810004.0 	 279.6263732910156
27809984.0 	 281.5846862792969
27809536.0 	 283.08526611328125
27809516.0 	 280.2385559082031
27809478.0 	 290.12847900390625
27809440.0 	 284.78326416015625
27809402.0 	 280.8546142578125
27809362.0 	 283.7484436035156
27809090.0 	 270.0408020019531
27809070.0 	 272.8549499511719
27809052.0 	 271.72418212890625
27809030.0 	 262.6924133300781
27808816.0 	 270.1377868652344
27808602.0 	 268.5610656738281
27808584.0 	 269.80792236328125
27808564.0 	 276.64251708984375
27808486.0 	 279.3529357910156
27808466.0 	 278.8990478515625
27808448.0 	 280.3369140625
27808370.0 	 295.0184631347656
27808350.0 	 292.5775451660156
27808330.0 	 290.327392578125
27808312.0 	 281.8844909667969
27808174.0 	 280.8338317871094
27807922.0 	 280.2879638671875
27807902.0 	 285.0861511230469
27807846.0 	 285.5077209472656
27807826.0 	 282.6549072265625
27807806.0 	 282.7215270996094
27807788.0 	 272.9439392089844
27807766.0 	 283.27783203125
27807534.0 	 268.2386474609375
27807514.0 	 283.54656982421875
27807476.0 	 265.851318359375
27806892.0 	 273.9002685546875
27806872.0 	 273.90240478515625
27806250.0 	 280.7463684082031
27806230.0 	 280.30877685546875
27805920.0 	 281.91302490234375
27805902.0 	 278.5483703613281
27805880.0 	 282.8440246582031
27805862.0 	 276.9766845703125
27805648.0 	 287.99127197265625
27805610.0 	 277.8893127441406
27805530.0 	 291.8558349609375
27805374.0 	 286.3692626953125
27805356.0 	 277.93572998046875
27805336.0 	 273.120849609375
27805082.0 	 292.2586364746094
27805064.0 	 292.7087097167969
27805044.0 	 293.1786804199219
27805024.0 	 301.96002197265625
27805006.0 	 291.46124267578125
27804966.0 	 286.40423583984375
27804870.0 	 294.4842224121094
27804850.0 	 293.87420654296875
27804772.0 	 288.0267028808594
27804752.0 	 291.3100280761719
27804656.0 	 300.2464294433594
27804636.0 	 292.3357849121094
27804616.0 	 291.23370361328125
27804598.0 	 290.6603088378906
27804578.0 	 284.3742370605469
27804560.0 	 289.1070861816406
27804540.0 	 286.5824890136719
27804520.0 	 281.9743347167969
