r [km]	 vr [km/s]	 np [cm-3]	 T [K]
18783840.0	 437.8297424316406	 311.8471374511719	 567373.8125
18783668.0	 434.5558776855469	 214.1020965576172	 467563.625
18783522.0	 426.4215393066406	 293.86224365234375	 499921.40625
18783494.0	 426.5312194824219	 310.2312927246094	 460909.15625
18783462.0	 420.22216796875	 282.25830078125	 625753.875
18783434.0	 422.3386535644531	 221.7806854248047	 550464.4375
18783406.0	 430.3643493652344	 245.0908660888672	 534546.375
18783348.0	 427.29986572265625	 223.227783203125	 489260.03125
18783320.0	 435.9656677246094	 264.8268127441406	 549580.9375
18783230.0	 434.5957336425781	 199.00389099121094	 506971.875
18783174.0	 446.6477355957031	 227.41941833496094	 521871.71875
18783116.0	 443.36395263671875	 280.5508728027344	 474020.625
18783088.0	 449.00872802734375	 320.38214111328125	 508611.0625
18783056.0	 443.2498779296875	 272.6984558105469	 466518.75
18782912.0	 431.3110656738281	 358.8883361816406	 660996.375
18782884.0	 429.1849670410156	 334.4780578613281	 590610.1875
18782854.0	 441.1763000488281	 220.78318786621094	 691516.75
18782796.0	 419.4840393066406	 262.2302551269531	 463032.5
18782766.0	 432.0206298828125	 312.1224365234375	 493325.0
18782738.0	 427.1880798339844	 216.1661834716797	 557768.75
18782708.0	 432.39154052734375	 324.9141845703125	 714579.4375
18782652.0	 444.87139892578125	 240.12208557128906	 511469.25
18782620.0	 439.84930419921875	 309.2451477050781	 731845.25
18782534.0	 444.8984680175781	 252.228759765625	 573863.75
18782506.0	 440.8239440917969	 297.8298034667969	 638968.875
18782476.0	 431.3055725097656	 311.89154052734375	 608874.5
18782416.0	 431.41241455078125	 279.4192199707031	 829529.875
18782388.0	 432.01080322265625	 260.1230163574219	 623351.0
18782360.0	 432.15386962890625	 287.9653625488281	 500571.3125
18782332.0	 413.5088195800781	 226.68878173828125	 397170.1875
18782302.0	 427.1370849609375	 288.09039306640625	 578323.625
18782184.0	 426.40570068359375	 272.2900695800781	 632044.375
18782156.0	 437.5650939941406	 288.0478210449219	 581457.375
18782098.0	 418.80078125	 214.9745330810547	 604700.75
18782070.0	 426.3386535644531	 299.1350402832031	 583948.9375
