START:	 46.40000000000012
END:	 46.60000000000012

r [km]	 vr [km/s]	 np [cm-3]	 T [K]
32419566.0	 462.6256103515625	 79.54293060302734	 297617.53125
32419516.0	 433.55810546875	 88.32820892333984	 395132.125
32419494.0	 456.8134765625	 83.08802795410156	 291799.625
32419468.0	 446.1060791015625	 84.6511459350586	 339110.1875
32419446.0	 452.46441650390625	 81.91461181640625	 294021.03125
32419422.0	 443.46923828125	 93.84754943847656	 674471.875
32419398.0	 448.5207214355469	 88.33837127685547	 592080.9375
32419372.0	 467.4508361816406	 78.7577133178711	 316061.375
32419350.0	 452.11419677734375	 88.2224349975586	 548635.6875
32419300.0	 434.9214782714844	 78.91859436035156	 209225.46875
32419252.0	 424.90289306640625	 75.30673217773438	 185514.515625
32419230.0	 416.98553466796875	 90.40514373779297	 445603.5625
32419204.0	 431.53936767578125	 73.20484161376953	 216107.203125
32419180.0	 430.91943359375	 80.67133331298828	 288694.15625
32419156.0	 431.8121337890625	 92.40156555175781	 715304.375
32419132.0	 437.9853515625	 86.26053619384766	 384083.5
32419062.0	 436.5591125488281	 72.91077423095703	 233625.84375
32419036.0	 410.839599609375	 99.58390808105469	 699807.0625
32419012.0	 433.9119873046875	 80.5097885131836	 509758.34375
32418988.0	 423.6229553222656	 87.56111145019531	 535313.4375
32418964.0	 427.8945617675781	 84.55484771728516	 480794.0625
32418940.0	 433.5531005859375	 83.6481704711914	 357788.9375
32418914.0	 443.0724182128906	 79.64598083496094	 268650.375
32418890.0	 439.8118591308594	 84.75221252441406	 500055.53125
32418866.0	 447.59124755859375	 84.03607940673828	 339159.21875
32418844.0	 443.24774169921875	 79.00128936767578	 269854.96875
32418820.0	 439.11322021484375	 83.59223937988281	 479494.28125
32418796.0	 449.3083801269531	 81.37076568603516	 317136.78125
32418748.0	 456.42657470703125	 82.1863021850586	 285756.125
32418700.0	 439.1204528808594	 86.07278442382812	 441712.59375
32418676.0	 440.99755859375	 89.14556121826172	 619534.8125
32418652.0	 444.2957458496094	 84.16584014892578	 422771.5625
32418602.0	 446.2120056152344	 79.13473510742188	 285118.0625
32418554.0	 449.6643981933594	 75.42910766601562	 270212.03125
32418530.0	 446.4190368652344	 79.65340423583984	 256847.328125
32418482.0	 435.742431640625	 79.79769897460938	 313222.4375
32418456.0	 430.7061462402344	 89.30400848388672	 662524.5
