START:	 19.199999999999964
END:	 19.399999999999963

r [km]	 vr [km/s]	 np [cm-3]	 T [K]
13473660.0	 295.6172180175781	 6401.6591796875	 87335.109375
13473845.0	 285.85076904296875	 6211.849609375	 75709.4921875
13473891.0	 281.9307861328125	 6421.779296875	 77476.53125
13474630.0	 287.3590087890625	 5974.07275390625	 72476.7578125
13474676.0	 280.4443054199219	 6389.91015625	 75339.3203125
13474722.0	 283.4693603515625	 5596.2373046875	 64129.765625
13483126.0	 286.9585266113281	 5952.27978515625	 70582.921875
