r [km]	 vr [km/s]	 np [cm-3]	 T [K]
20870996.0	 301.67919921875	 286.9093933105469	 137124.03125
20870986.0	 293.36981201171875	 322.5934143066406	 184882.578125
20870972.0	 297.7406921386719	 307.18206787109375	 166716.171875
20870962.0	 300.0924987792969	 303.1643371582031	 168793.828125
20870950.0	 306.9432678222656	 333.105224609375	 227431.53125
20870940.0	 311.0609436035156	 324.81365966796875	 212225.5
20870930.0	 312.3636169433594	 327.0022888183594	 226464.046875
20870918.0	 320.3277587890625	 330.83221435546875	 243647.125
20870906.0	 324.616455078125	 320.9866638183594	 249355.734375
20870896.0	 324.98248291015625	 359.3101806640625	 275625.90625
20870884.0	 332.16754150390625	 347.2086486816406	 278381.78125
20870840.0	 324.0248718261719	 358.9742126464844	 276269.03125
20870828.0	 325.9571533203125	 336.88446044921875	 275829.75
20870412.0	 324.3570861816406	 334.91748046875	 271833.09375
20870402.0	 322.7679748535156	 316.93768310546875	 244682.265625
20870156.0	 298.0707092285156	 303.3205261230469	 158925.09375
20870142.0	 299.50982666015625	 328.4947814941406	 242032.328125
20870132.0	 306.70379638671875	 314.2037353515625	 232894.234375
20870122.0	 309.6837158203125	 344.6886291503906	 271156.875
20870098.0	 294.8399353027344	 320.1221008300781	 180456.296875
20870088.0	 301.5924377441406	 325.240478515625	 218338.6875
20870076.0	 304.81390380859375	 319.93011474609375	 221758.78125
20870064.0	 297.9757080078125	 300.78387451171875	 180416.921875
20870054.0	 296.6424255371094	 280.9715270996094	 142342.46875
20870044.0	 294.0552673339844	 301.2341613769531	 149646.890625
20870032.0	 294.58502197265625	 298.070556640625	 159267.40625
20870020.0	 295.4339294433594	 302.998291015625	 158213.390625
20870010.0	 298.6645812988281	 292.341796875	 154793.1875
20869998.0	 296.4466857910156	 327.95562744140625	 200406.015625
20869986.0	 298.23748779296875	 302.3376770019531	 189726.265625
20869974.0	 296.762939453125	 302.7112731933594	 163022.109375
20869964.0	 293.9551696777344	 309.6606750488281	 162842.359375
20869952.0	 289.62042236328125	 320.2649841308594	 178013.046875
20869940.0	 290.9884033203125	 314.241455078125	 173845.5
20869930.0	 300.8825988769531	 314.3842468261719	 193258.171875
20869920.0	 301.5670166015625	 338.42169189453125	 221872.65625
20869908.0	 303.6861572265625	 328.74261474609375	 198547.015625
20869898.0	 303.77911376953125	 328.8268127441406	 208948.0625
20869884.0	 305.8858947753906	 308.1454162597656	 183844.390625
20869874.0	 294.8319396972656	 323.3288879394531	 175875.609375
20869862.0	 296.0191955566406	 316.9610595703125	 174051.703125
20869852.0	 296.6188659667969	 327.2879943847656	 181461.34375
20869840.0	 296.531005859375	 323.9217529296875	 182121.125
20869828.0	 296.02801513671875	 337.5050354003906	 214751.578125
20869818.0	 298.8994445800781	 298.2916564941406	 143418.046875
20869806.0	 290.72930908203125	 317.277099609375	 159728.046875
20869796.0	 292.7713317871094	 327.53839111328125	 190399.421875
20869784.0	 298.6334533691406	 341.5916442871094	 219120.328125
20869774.0	 304.8802795410156	 313.2879943847656	 191242.921875
20869762.0	 306.4944152832031	 313.2326965332031	 187803.6875
20869750.0	 306.5055847167969	 297.887451171875	 176104.1875
20869694.0	 311.3190002441406	 323.6863098144531	 247195.015625
20869684.0	 313.0497741699219	 310.5760498046875	 242233.6875
20869660.0	 311.8636474609375	 323.43731689453125	 238561.453125
20869650.0	 314.0667724609375	 311.6397399902344	 248526.96875
20869638.0	 317.30615234375	 318.44378662109375	 238230.234375
20869594.0	 313.4286804199219	 320.2377014160156	 256387.609375
20869582.0	 303.7333679199219	 304.002685546875	 201210.53125
20869572.0	 310.67266845703125	 348.05413818359375	 270050.96875
20869560.0	 310.7506103515625	 310.6966247558594	 234719.828125
20869538.0	 307.3199462890625	 312.9433288574219	 204368.453125
20869526.0	 306.32696533203125	 306.4342956542969	 203432.25
20869516.0	 309.74420166015625	 312.4927978515625	 228920.4375
