r [km]	 vr [km/s]	 np [cm-3]	 T [K]
35480596.0	 296.965576171875	 69.31599426269531	 157422.84375
35480536.0	 298.9395751953125	 72.87667083740234	 162655.0
35480496.0	 291.7696533203125	 98.48052215576172	 279341.78125
35480476.0	 298.0649108886719	 77.44873809814453	 205626.484375
35480352.0	 296.6218566894531	 62.86128234863281	 108193.4140625
35480336.0	 299.0625305175781	 83.61962890625	 250061.234375
35480272.0	 299.8288269042969	 79.84207916259766	 206395.984375
35480252.0	 293.6545104980469	 93.75094604492188	 256918.109375
35480232.0	 286.5183410644531	 98.23594665527344	 282973.9375
35480148.0	 304.0054931640625	 77.6982421875	 203622.125
35480068.0	 302.10302734375	 75.27825927734375	 175800.421875
35480048.0	 300.5051574707031	 84.04432678222656	 237642.890625
35480028.0	 294.6726379394531	 67.71746063232422	 135268.78125
35479888.0	 298.81549072265625	 70.89498138427734	 174210.640625
35479868.0	 281.1451721191406	 106.41860961914062	 307515.6875
35479828.0	 293.7201232910156	 89.9719467163086	 228083.59375
35479804.0	 300.6098937988281	 74.95227813720703	 177675.78125
35479624.0	 296.4635314941406	 71.80318450927734	 144641.9375
35479604.0	 299.6588439941406	 77.82002258300781	 208166.546875
35479584.0	 298.8466796875	 89.54044342041016	 246439.890625
35479560.0	 303.0294189453125	 63.78683090209961	 152131.328125
35479540.0	 297.23663330078125	 79.80314636230469	 202513.296875
35479520.0	 303.5960998535156	 74.87049865722656	 210212.65625
35479500.0	 292.31829833984375	 82.43638610839844	 224699.96875
35479480.0	 302.7420654296875	 69.75885009765625	 200442.78125
35479464.0	 302.9755554199219	 73.60713195800781	 198416.5
35479440.0	 284.8978271484375	 114.78897094726562	 319192.09375
35479420.0	 299.80487060546875	 76.06473541259766	 202543.34375
35479400.0	 302.2421569824219	 99.6752700805664	 261984.328125
35479380.0	 301.1604919433594	 77.4525146484375	 191982.3125
35479360.0	 285.8306579589844	 99.98815155029297	 256035.5
35479340.0	 302.5316162109375	 87.41058349609375	 247831.78125
35479316.0	 305.83331298828125	 72.1984634399414	 174535.40625
35479256.0	 301.7708435058594	 75.25259399414062	 177942.96875
35479240.0	 295.9761047363281	 88.91861724853516	 228708.34375
35479220.0	 281.2177734375	 99.61961364746094	 294681.90625
35479196.0	 301.92376708984375	 76.88265228271484	 191252.4375
35479156.0	 297.34417724609375	 86.2676010131836	 236825.296875
35479136.0	 291.92852783203125	 70.49574279785156	 149323.609375
35479116.0	 298.78436279296875	 76.38156127929688	 188053.375
35479096.0	 291.3661193847656	 97.07691192626953	 257939.796875
35479080.0	 291.9816589355469	 81.00594329833984	 190991.859375
35479056.0	 294.1712646484375	 97.43701934814453	 258824.375
35479036.0	 292.9145812988281	 74.13048553466797	 172226.5
35479012.0	 302.2049255371094	 82.85051727294922	 210376.609375
35478996.0	 300.0960998535156	 80.36461639404297	 219478.046875
35478932.0	 299.4450988769531	 73.28727722167969	 167995.171875
35478896.0	 291.7124938964844	 97.27738952636719	 258873.953125
35478872.0	 299.4362487792969	 69.8021011352539	 166813.3125
35478852.0	 295.5678405761719	 93.11236572265625	 242861.25
35478836.0	 299.5645446777344	 87.59955596923828	 246777.75
35478812.0	 299.7644958496094	 72.06389617919922	 171752.171875
35478792.0	 292.1601867675781	 97.02287292480469	 266544.15625
35478772.0	 301.0265808105469	 87.00679779052734	 210641.421875
35478752.0	 297.4211120605469	 73.9969253540039	 173976.71875
35478732.0	 289.2170715332031	 87.1516342163086	 204362.59375
35478712.0	 300.7356872558594	 88.7366943359375	 245934.53125
35478688.0	 298.9671325683594	 72.41114044189453	 158267.375
35478652.0	 302.4695129394531	 74.54150390625	 178703.234375
35478612.0	 302.0253601074219	 73.45795440673828	 186014.109375
35478592.0	 299.6719055175781	 79.01394653320312	 183864.75
35478572.0	 291.8678283691406	 84.34504699707031	 231062.09375
35478544.0	 301.28192138671875	 77.7720718383789	 217012.671875
35478524.0	 296.577392578125	 90.36564636230469	 250402.578125
35478488.0	 291.19439697265625	 89.9980697631836	 239762.140625
35478468.0	 293.521484375	 79.08539581298828	 177206.296875
35478448.0	 298.4167785644531	 82.3562240600586	 218800.3125
35478424.0	 302.9261779785156	 72.05860137939453	 181010.453125
35478408.0	 302.6404113769531	 74.44733428955078	 193596.796875
35478384.0	 296.3762512207031	 81.69378662109375	 204617.640625
35478364.0	 301.5656433105469	 83.17539978027344	 220688.046875
35478348.0	 288.414306640625	 97.00474548339844	 256585.234375
35478328.0	 301.5426940917969	 76.34950256347656	 181477.796875
35478284.0	 298.7408447265625	 70.53687286376953	 168251.484375
35478264.0	 294.0937194824219	 77.40714263916016	 171127.671875
35478244.0	 300.2412414550781	 84.83503723144531	 222158.921875
35478224.0	 293.8202819824219	 77.47084045410156	 159207.5625
35478204.0	 299.02911376953125	 78.39015197753906	 180707.625
35478180.0	 301.98394775390625	 87.54251098632812	 235291.515625
35478164.0	 304.6262512207031	 77.4278793334961	 191271.359375
35478140.0	 303.1038513183594	 75.71632385253906	 180853.171875
35478124.0	 297.6431884765625	 88.44091796875	 241216.34375
35478104.0	 296.2099609375	 85.93817901611328	 219389.859375
35478084.0	 292.5475158691406	 86.44661712646484	 234950.640625
35478060.0	 305.07952880859375	 72.73007202148438	 176029.328125
35478040.0	 302.3415832519531	 75.86083984375	 184200.25
35478020.0	 306.5821838378906	 82.3883056640625	 205966.234375
35478000.0	 299.8563537597656	 78.01371002197266	 173134.546875
35477980.0	 298.94940185546875	 84.61808776855469	 187665.96875
35477964.0	 301.6315612792969	 85.57440185546875	 204485.78125
35477940.0	 298.7747802734375	 89.64398193359375	 216256.5
35477920.0	 305.15838623046875	 77.93572235107422	 190779.3125
35477896.0	 296.1097717285156	 88.41148376464844	 202302.828125
35477880.0	 293.8532409667969	 94.71703338623047	 254826.59375
