START:	 42.30000000000033
END:	 42.40000000000033

r [km]	 vr [km/s]	 np [cm-3]	 T [K]
29497678.0	 370.9527587890625	 164.6487274169922	 351215.375
29497652.0	 367.8323669433594	 175.1580352783203	 409601.8125
29497628.0	 361.840576171875	 173.93325805664062	 420305.15625
29497604.0	 366.92578125	 169.93136596679688	 362176.5625
29497580.0	 364.47320556640625	 177.3815155029297	 393713.34375
29497554.0	 358.3631896972656	 181.69056701660156	 501755.09375
29497530.0	 363.5516662597656	 184.9317626953125	 456596.75
29497506.0	 356.4383850097656	 187.51527404785156	 487743.15625
29497482.0	 362.6177978515625	 188.70071411132812	 483701.5
29497458.0	 371.11590576171875	 155.64382934570312	 351361.03125
29497430.0	 372.010009765625	 163.64053344726562	 363140.96875
29497406.0	 366.611328125	 168.2118377685547	 354520.28125
29497382.0	 367.64141845703125	 173.68869018554688	 397080.1875
29497332.0	 361.24127197265625	 177.99298095703125	 493175.71875
29497308.0	 374.51507568359375	 160.3908233642578	 335945.34375
29497284.0	 368.4884338378906	 177.52992248535156	 442313.15625
29497260.0	 368.6335754394531	 171.38670349121094	 389427.03125
29497234.0	 367.8908386230469	 180.9531707763672	 439702.46875
29497210.0	 372.4046630859375	 163.8098907470703	 378385.21875
29497186.0	 359.2476501464844	 172.25234985351562	 435704.21875
29497162.0	 369.0828552246094	 172.7533721923828	 395420.4375
29497138.0	 360.9391174316406	 169.9413604736328	 379095.0
29497112.0	 365.98101806640625	 166.28369140625	 357542.96875
29497086.0	 366.24981689453125	 175.7578125	 453566.1875
29497062.0	 366.96697998046875	 178.89430236816406	 432861.5
29497038.0	 373.2899169921875	 168.7888641357422	 394729.375
29497012.0	 371.5241394042969	 185.1820526123047	 404706.5625
29496988.0	 369.8323669433594	 182.4781951904297	 386936.1875
29496964.0	 353.8058166503906	 185.12998962402344	 474022.3125
29496940.0	 356.9124755859375	 171.74240112304688	 379867.5
29496914.0	 350.79888916015625	 171.65768432617188	 438080.71875
29496890.0	 363.0974426269531	 155.0897674560547	 309152.9375
29496866.0	 368.35784912109375	 151.4761505126953	 301015.28125
29496840.0	 368.28668212890625	 150.55557250976562	 288954.15625
29496816.0	 367.2591247558594	 151.904296875	 301868.75
29496792.0	 356.47613525390625	 175.25726318359375	 493513.0
29496766.0	 364.8014831542969	 152.91421508789062	 309388.0625
29496742.0	 356.29339599609375	 172.8201904296875	 425485.5625
29496716.0	 361.38885498046875	 163.0352020263672	 397006.5625
29496690.0	 361.39105224609375	 159.67955017089844	 384165.65625
29496666.0	 359.0314636230469	 158.5372772216797	 358632.21875
29496642.0	 363.7206726074219	 162.01678466796875	 358194.0
29496618.0	 368.8645935058594	 152.26821899414062	 309612.09375
29496592.0	 365.1330261230469	 155.75169372558594	 301875.1875
29496568.0	 355.29388427734375	 170.88232421875	 449661.28125
29496520.0	 360.19207763671875	 157.87774658203125	 337514.53125
29496498.0	 363.3583984375	 163.4586639404297	 376905.09375
29496470.0	 367.79736328125	 155.83583068847656	 315571.84375
29496446.0	 360.1438903808594	 162.65664672851562	 361058.4375
29496422.0	 366.111083984375	 151.51048278808594	 306716.8125
29496370.0	 369.0075988769531	 139.0372772216797	 270663.09375
29496346.0	 355.7863464355469	 170.27386474609375	 459166.9375
29496322.0	 364.7198181152344	 156.63218688964844	 328069.3125
29496298.0	 365.3433532714844	 156.38243103027344	 322480.21875
29496274.0	 357.4924011230469	 164.0373077392578	 348972.6875
29496248.0	 368.05609130859375	 156.10928344726562	 316525.28125
29496224.0	 354.6292724609375	 168.2226104736328	 405300.375
29496200.0	 359.4276428222656	 164.7975311279297	 392574.09375
29496176.0	 360.2472839355469	 164.55142211914062	 381805.78125
29496150.0	 360.00732421875	 167.34463500976562	 389267.5
29496126.0	 365.5536193847656	 162.74844360351562	 342390.78125
29496102.0	 364.4250793457031	 163.60760498046875	 353778.4375
29496078.0	 364.18292236328125	 154.5653533935547	 317441.5625
29496052.0	 367.0156555175781	 160.51318359375	 334320.03125
29496028.0	 370.3074951171875	 158.00051879882812	 342184.90625
29496002.0	 366.3335876464844	 156.32073974609375	 316396.9375
29495978.0	 368.9732360839844	 156.07786560058594	 314892.15625
29495954.0	 360.8019714355469	 171.69671630859375	 399906.5
29495928.0	 367.458740234375	 160.97598266601562	 338901.1875
29495904.0	 365.8960876464844	 159.20301818847656	 338934.84375
29495878.0	 360.1920471191406	 169.475830078125	 432355.09375
29495856.0	 363.70501708984375	 172.89479064941406	 424128.15625
29495830.0	 356.9866943359375	 179.3172607421875	 457415.0625
29495804.0	 371.8746643066406	 152.6280975341797	 337465.03125
29495780.0	 366.67706298828125	 159.84239196777344	 354088.625
29495756.0	 356.6714782714844	 180.90365600585938	 478009.90625
29495682.0	 369.9452209472656	 163.30459594726562	 373236.125
29495658.0	 369.1924743652344	 155.14102172851562	 329478.5625
29495634.0	 361.36248779296875	 178.64697265625	 467367.90625
29495606.0	 367.2169189453125	 162.00135803222656	 322904.5
29495584.0	 361.30914306640625	 174.8248748779297	 422673.0625
29495558.0	 359.4958190917969	 166.56381225585938	 402164.625
29495534.0	 369.3362731933594	 159.45330810546875	 350757.25
29495508.0	 361.9424133300781	 168.1909942626953	 392310.03125
29495484.0	 363.8352966308594	 163.97824096679688	 384072.53125
29495460.0	 358.790283203125	 163.17593383789062	 363115.90625
29495436.0	 357.5668640136719	 161.03273010253906	 352691.09375
29495410.0	 360.22052001953125	 157.35789489746094	 305456.34375
29495386.0	 359.7085266113281	 160.7467498779297	 297114.125
29495362.0	 356.1166076660156	 166.9965362548828	 366342.6875
29495338.0	 364.1910400390625	 155.54428100585938	 314371.15625
29495314.0	 356.85113525390625	 162.4283447265625	 348569.125
29495288.0	 357.3359680175781	 169.49383544921875	 378719.0625
29495262.0	 363.5823974609375	 158.94334411621094	 349374.84375
29495238.0	 359.77569580078125	 161.17626953125	 357554.1875
29495214.0	 358.39111328125	 173.48306274414062	 415164.875
29495188.0	 362.6184997558594	 164.82643127441406	 368472.625
29495164.0	 364.2010192871094	 158.0653533935547	 344543.5
29495140.0	 360.6129150390625	 165.5037384033203	 407193.03125
29495116.0	 364.8741149902344	 164.48077392578125	 396726.65625
29495090.0	 359.45001220703125	 168.13490295410156	 395811.59375
29495066.0	 363.72650146484375	 162.89784240722656	 368620.28125
29495042.0	 361.1020812988281	 164.97271728515625	 355035.65625
29495016.0	 361.34808349609375	 167.46923828125	 366685.375
29494994.0	 369.8531494140625	 159.2855987548828	 319259.84375
29494968.0	 364.5550537109375	 170.4764404296875	 416468.625
29494944.0	 368.2552185058594	 161.88946533203125	 344086.8125
29494892.0	 360.2665710449219	 174.44778442382812	 450640.875
29494866.0	 360.6988525390625	 183.01536560058594	 469669.53125
29494820.0	 357.756103515625	 178.6711883544922	 422436.0
29494768.0	 357.3270263671875	 166.80816650390625	 431941.21875
29494746.0	 362.0504150390625	 169.3876495361328	 383792.875
29494722.0	 365.31585693359375	 166.08969116210938	 396431.53125
29494698.0	 373.8393859863281	 150.6699981689453	 334336.625
29494672.0	 371.2530212402344	 155.97848510742188	 326194.34375
29494646.0	 365.14044189453125	 162.66928100585938	 385734.34375
29494624.0	 365.2677001953125	 161.34146118164062	 377062.125
29494598.0	 372.116943359375	 155.38015747070312	 343825.71875
29494574.0	 362.9604797363281	 167.1971435546875	 359201.5625
29494548.0	 368.9930114746094	 154.83343505859375	 313808.75
29494524.0	 360.4106750488281	 176.92320251464844	 410281.21875
29494498.0	 367.8933410644531	 149.5228729248047	 296837.90625
29494474.0	 354.5467529296875	 174.81663513183594	 438660.625
29494450.0	 362.48980712890625	 165.56727600097656	 395391.21875
29494424.0	 368.7839660644531	 157.4204864501953	 344322.125
29494400.0	 366.2458801269531	 166.22628784179688	 362934.25
29494376.0	 369.0910949707031	 158.3762664794922	 360113.125
29494350.0	 363.6080322265625	 171.9071502685547	 399204.9375
29494326.0	 364.84185791015625	 170.50369262695312	 384984.3125
29494302.0	 360.15533447265625	 171.51556396484375	 454335.3125
29494278.0	 376.3380126953125	 150.7650146484375	 344655.96875
29494254.0	 374.6105041503906	 161.9409637451172	 348270.0
29494228.0	 370.70947265625	 173.13424682617188	 397165.3125
29494204.0	 371.1273498535156	 163.1707305908203	 378069.53125
29494178.0	 371.4833068847656	 164.72842407226562	 380627.15625
29494154.0	 375.6051330566406	 163.06744384765625	 361522.625
29494128.0	 369.00531005859375	 169.37841796875	 421834.53125
29494080.0	 370.1295471191406	 170.08599853515625	 410589.5625
29494056.0	 377.69146728515625	 151.2687530517578	 328677.625
29494030.0	 373.1067199707031	 167.05587768554688	 368813.46875
29494006.0	 374.8452453613281	 162.59840393066406	 362945.40625
29493982.0	 373.96429443359375	 164.68006896972656	 368858.46875
29493956.0	 371.8309631347656	 166.7708740234375	 375098.875
29493934.0	 374.0484619140625	 161.57058715820312	 344322.53125
29493906.0	 376.4000244140625	 161.42477416992188	 336065.25
29493882.0	 374.4785461425781	 163.44403076171875	 337395.9375
29493858.0	 370.54376220703125	 163.89768981933594	 357992.28125
29493834.0	 375.74066162109375	 157.29356384277344	 335732.96875
29493808.0	 373.1029968261719	 165.3522186279297	 371784.59375
29493784.0	 368.20086669921875	 178.0145721435547	 402634.4375
29493760.0	 374.03192138671875	 171.11106872558594	 362669.5625
29493736.0	 369.4610290527344	 169.67994689941406	 420476.21875
29493710.0	 374.6229553222656	 164.89837646484375	 359063.1875
29493686.0	 373.9523010253906	 161.9263916015625	 357094.46875
