r [km]	 vr [km/s]	 np [cm-3]	 T [K]
32002186.0	 320.16754150390625	 198.98046875	 229794.53125
32002168.0	 318.8741455078125	 163.95803833007812	 233486.9375
32002146.0	 301.1708068847656	 116.90805053710938	 100734.0078125
32002126.0	 317.5039367675781	 238.90182495117188	 253044.671875
32002106.0	 301.833251953125	 115.34603118896484	 104318.59375
32002084.0	 303.7209167480469	 139.17637634277344	 156886.515625
32002066.0	 309.2288818359375	 137.71185302734375	 157240.484375
32002046.0	 308.024169921875	 137.184814453125	 154301.140625
32002026.0	 307.3953857421875	 151.4790496826172	 190532.265625
32002006.0	 298.68121337890625	 125.51837158203125	 116468.1875
32001984.0	 316.3726501464844	 164.31517028808594	 209530.25
32001964.0	 310.060546875	 124.03347778320312	 150243.8125
32001944.0	 310.2966003417969	 143.6671905517578	 196095.59375
32001924.0	 305.3155822753906	 131.684814453125	 140920.421875
32001904.0	 301.6895751953125	 124.63585662841797	 116171.1953125
32001882.0	 306.7942810058594	 132.58018493652344	 152492.96875
32001844.0	 312.1673583984375	 185.81777954101562	 334684.5
32001824.0	 309.5236511230469	 143.4026641845703	 172097.625
32001802.0	 322.2310485839844	 207.071044921875	 249573.25
32001780.0	 312.2391052246094	 141.84327697753906	 172782.09375
32001762.0	 306.34912109375	 137.1645965576172	 162361.671875
32001742.0	 311.3282165527344	 144.779296875	 172246.734375
32001722.0	 311.19110107421875	 146.82754516601562	 168963.3125
32001702.0	 302.4176330566406	 124.33152770996094	 112791.3984375
32001680.0	 302.9897155761719	 120.95497131347656	 104380.9375
32001660.0	 309.437255859375	 157.7778778076172	 188511.453125
32001640.0	 319.49078369140625	 266.631103515625	 268893.9375
32001620.0	 321.7447204589844	 193.81268310546875	 258022.046875
32001600.0	 309.9986267089844	 146.36962890625	 166957.78125
32001560.0	 321.0802917480469	 228.17628479003906	 256043.53125
32001540.0	 323.2172546386719	 236.45999145507812	 246095.3125
32001520.0	 323.4322814941406	 193.7271270751953	 245874.796875
32001500.0	 309.353271484375	 148.29150390625	 164063.4375
32001478.0	 321.68939208984375	 262.5604248046875	 246296.546875
32001458.0	 305.41375732421875	 142.3716278076172	 168320.328125
32001436.0	 322.60186767578125	 181.901123046875	 243115.671875
32001416.0	 323.74493408203125	 247.55104064941406	 265436.09375
32001396.0	 322.8525085449219	 193.5948028564453	 269021.75
32001356.0	 320.69366455078125	 192.6945037841797	 240385.90625
32001336.0	 324.9931945800781	 201.1438446044922	 239792.421875
32001316.0	 312.895263671875	 146.1757354736328	 182686.734375
32001296.0	 320.6681213378906	 231.64044189453125	 239764.09375
32001274.0	 323.14495849609375	 200.09788513183594	 228735.265625
32001256.0	 304.8619689941406	 122.66832733154297	 119635.3828125
32001234.0	 306.3932189941406	 134.83999633789062	 142573.921875
32001214.0	 322.74346923828125	 197.6033172607422	 246262.125
32001154.0	 322.96649169921875	 201.90957641601562	 242324.28125
32001134.0	 320.2095031738281	 247.25267028808594	 249956.640625
32001114.0	 323.94793701171875	 166.2991180419922	 230244.203125
32001094.0	 321.5697021484375	 223.44874572753906	 247179.46875
32001072.0	 322.2583312988281	 242.3485870361328	 234150.125
32001052.0	 323.2000427246094	 164.15948486328125	 236463.40625
32001032.0	 321.8139953613281	 209.0174102783203	 247957.53125
32001012.0	 324.265869140625	 204.9207763671875	 242060.328125
32000992.0	 325.2831115722656	 198.9766387939453	 248045.5625
32000972.0	 313.53582763671875	 151.86973571777344	 196415.578125
32000950.0	 323.1150207519531	 226.11236572265625	 254928.984375
32000932.0	 319.8841552734375	 159.10382080078125	 197464.625
32000912.0	 319.6021728515625	 166.12075805664062	 233964.640625
32000890.0	 310.7301025390625	 143.707763671875	 160765.28125
32000870.0	 309.5940856933594	 134.46621704101562	 150670.171875
32000850.0	 306.2666931152344	 156.44129943847656	 197104.203125
32000830.0	 322.5445861816406	 237.8043975830078	 246788.453125
32000810.0	 306.6885070800781	 139.6145782470703	 148543.296875
32000790.0	 313.0353698730469	 144.4685821533203	 165984.203125
32000770.0	 322.30499267578125	 245.43490600585938	 255013.078125
32000748.0	 320.75775146484375	 256.2391052246094	 245269.109375
32000728.0	 320.56219482421875	 167.1896514892578	 233536.5625
32000708.0	 316.2372131347656	 169.68057250976562	 214398.71875
32000688.0	 313.2322998046875	 152.96328735351562	 189863.9375
32000668.0	 321.5536193847656	 227.38937377929688	 228104.359375
32000646.0	 323.5615234375	 240.03854370117188	 253723.8125
32000626.0	 309.266845703125	 152.71763610839844	 188765.3125
32000608.0	 322.4405517578125	 200.0452117919922	 236503.765625
32000588.0	 321.0883483886719	 161.76295471191406	 218893.078125
32000568.0	 313.029541015625	 147.42385864257812	 174478.59375
32000546.0	 324.5972595214844	 260.9174499511719	 257509.4375
32000506.0	 321.5147705078125	 205.26927185058594	 247463.71875
32000444.0	 324.1571350097656	 202.73165893554688	 235443.21875
32000424.0	 308.8092041015625	 154.0962371826172	 180753.921875
32000404.0	 309.5306091308594	 134.8944854736328	 158282.578125
32000384.0	 322.96600341796875	 258.4697265625	 241861.84375
32000364.0	 322.5751953125	 218.64088439941406	 234472.515625
32000342.0	 303.80755615234375	 137.456298828125	 154945.921875
32000322.0	 310.1513977050781	 137.0272674560547	 164361.484375
32000302.0	 324.07025146484375	 258.32568359375	 255126.0625
32000284.0	 324.48089599609375	 224.0932159423828	 249727.5
