r [km]	 vr [km/s]	 np [cm-3]	 T [K]
36176384.0	 316.1107177734375	 211.32223510742188	 155035.953125
36176364.0	 319.6341552734375	 204.75912475585938	 120559.5234375
36176344.0	 319.7824401855469	 205.23062133789062	 120307.4375
36176324.0	 319.07684326171875	 203.3314971923828	 120422.2890625
36176300.0	 319.02667236328125	 204.28915405273438	 117638.21875
36176280.0	 318.6617736816406	 206.05804443359375	 124513.4296875
36176244.0	 317.9197082519531	 206.73118591308594	 124591.5390625
36176224.0	 319.35491943359375	 203.11419677734375	 115562.2890625
36176200.0	 320.3998107910156	 203.51382446289062	 113536.6171875
36176180.0	 320.2313537597656	 206.30963134765625	 120694.8046875
36176160.0	 318.314453125	 213.12478637695312	 134886.125
36176140.0	 318.6378173828125	 209.80821228027344	 128481.1015625
36176120.0	 321.6891174316406	 196.1918487548828	 115289.4140625
36176100.0	 319.93707275390625	 204.90679931640625	 122019.9765625
36176080.0	 319.2683410644531	 203.79920959472656	 115680.6328125
36176060.0	 320.8760986328125	 200.46922302246094	 115677.4921875
36176040.0	 319.7346496582031	 206.7429962158203	 120815.1171875
36176020.0	 319.0395202636719	 204.67764282226562	 114796.2265625
36176000.0	 319.06390380859375	 205.1273651123047	 116456.609375
36175976.0	 316.97479248046875	 204.88876342773438	 137103.328125
36175960.0	 319.0089416503906	 202.53981018066406	 112875.6328125
36175940.0	 320.0430908203125	 206.3121337890625	 111371.578125
36175920.0	 319.9714050292969	 202.87428283691406	 108601.0
36175896.0	 319.5655822753906	 203.6619415283203	 106285.4296875
36175876.0	 318.3789978027344	 207.02291870117188	 123582.390625
36175856.0	 320.01043701171875	 205.05947875976562	 109837.5625
36175840.0	 319.19342041015625	 206.3131561279297	 116526.59375
36175820.0	 320.8765869140625	 200.35047912597656	 103408.8984375
36175796.0	 320.0791320800781	 204.6304168701172	 109648.7421875
36175776.0	 320.2408447265625	 205.5216522216797	 112706.8125
36175756.0	 321.28314208984375	 202.10894775390625	 106775.9765625
36175736.0	 321.0361633300781	 207.8449249267578	 111865.609375
36175716.0	 322.2174987792969	 205.8087158203125	 109242.7890625
36175696.0	 323.9092102050781	 198.8529510498047	 106881.84375
36175676.0	 323.1378479003906	 199.43994140625	 104811.1328125
36175656.0	 320.1400146484375	 202.79696655273438	 105859.5390625
36175636.0	 319.34857177734375	 206.77224731445312	 111488.7265625
36175616.0	 317.15155029296875	 212.78517150878906	 140720.46875
36175572.0	 320.320068359375	 203.50894165039062	 107769.3125
36175556.0	 320.0273742675781	 204.23165893554688	 111219.90625
36175536.0	 320.63763427734375	 202.3997802734375	 109546.34375
36175512.0	 320.5946044921875	 202.81585693359375	 113345.75
36175496.0	 321.51739501953125	 200.43704223632812	 102301.3515625
36175472.0	 321.29730224609375	 200.73056030273438	 106030.7578125
36175452.0	 319.5087890625	 206.65760803222656	 127201.1640625
36175436.0	 317.81024169921875	 209.58660888671875	 133034.484375
36175412.0	 320.3890380859375	 199.4747772216797	 108998.84375
36175392.0	 319.42333984375	 203.3789825439453	 113637.8515625
36175372.0	 318.1969909667969	 204.150390625	 117445.578125
36175352.0	 319.0677185058594	 202.59788513183594	 109642.7265625
36175332.0	 319.5810241699219	 202.05479431152344	 109127.0234375
36175308.0	 316.87225341796875	 208.41543579101562	 131185.28125
36175292.0	 320.825927734375	 200.36990356445312	 108857.8515625
36175268.0	 318.073974609375	 205.37307739257812	 119743.1875
36175248.0	 318.7982177734375	 202.50440979003906	 111013.609375
36175232.0	 319.90142822265625	 202.4536590576172	 109525.4140625
36175208.0	 316.0164794921875	 207.92507934570312	 134701.5625
36175188.0	 318.2080383300781	 204.4458465576172	 113290.9296875
36175168.0	 317.8990478515625	 207.16506958007812	 122702.5625
36175148.0	 318.4012145996094	 207.9236297607422	 124566.703125
36175128.0	 318.5198974609375	 206.22991943359375	 131371.625
36175108.0	 319.12371826171875	 205.94317626953125	 127326.5
36175088.0	 319.2078552246094	 205.97671508789062	 122624.8125
36175068.0	 319.67742919921875	 202.4910125732422	 111324.125
36175048.0	 317.7730407714844	 207.89295959472656	 129488.1875
36175028.0	 319.5550231933594	 202.9428253173828	 114808.8828125
36175008.0	 319.6906433105469	 202.71617126464844	 111450.2734375
36174988.0	 320.4425354003906	 201.47540283203125	 108707.546875
36174968.0	 320.2146301269531	 201.40655517578125	 109226.0703125
36174948.0	 319.9687194824219	 202.4157257080078	 110917.078125
36174908.0	 317.57818603515625	 207.0959014892578	 119817.40625
36174888.0	 314.1255187988281	 216.82911682128906	 153698.734375
36174868.0	 319.3270263671875	 201.36514282226562	 106808.2265625
36174844.0	 317.23431396484375	 207.8615264892578	 124907.34375
36174824.0	 319.6448669433594	 201.9450225830078	 108572.890625
36174804.0	 320.0587158203125	 200.03273010253906	 105517.578125
36174784.0	 319.8270568847656	 202.6051788330078	 107465.9375
36174768.0	 318.658935546875	 199.05520629882812	 103802.5625
36174744.0	 317.2283020019531	 204.49664306640625	 116673.2734375
36174724.0	 319.2021484375	 202.2992401123047	 106210.8046875
36174704.0	 315.318359375	 212.50729370117188	 147124.484375
36174684.0	 319.2727355957031	 203.06295776367188	 117376.53125
36174664.0	 319.374267578125	 201.0785675048828	 108948.7265625
36174644.0	 318.8165283203125	 202.4048309326172	 114962.03125
36174624.0	 319.13458251953125	 204.16726684570312	 112070.0546875
36174604.0	 316.3554382324219	 206.5673828125	 130354.7890625
36174584.0	 321.5364074707031	 197.53860473632812	 103246.515625
36174564.0	 320.6575927734375	 199.3352813720703	 103765.9765625
36174540.0	 316.9744567871094	 206.73048400878906	 136060.765625
36174520.0	 320.9504699707031	 198.64126586914062	 105673.890625
36174504.0	 320.5749816894531	 198.8740997314453	 102987.796875
36174484.0	 318.5174255371094	 206.2216033935547	 121111.9375
36174464.0	 319.580322265625	 201.65972900390625	 110406.3828125
36174444.0	 320.6075134277344	 199.7409210205078	 105968.65625
36174420.0	 318.1590270996094	 204.36032104492188	 116639.5859375
36174400.0	 319.20550537109375	 201.39512634277344	 109627.1171875
36174380.0	 320.0408935546875	 199.07188415527344	 107591.9609375
36174360.0	 317.91729736328125	 207.61679077148438	 119793.84375
36174340.0	 315.96710205078125	 206.2988739013672	 133721.09375
36174316.0	 317.5982971191406	 202.14051818847656	 114049.4609375
36174300.0	 317.54266357421875	 202.2297821044922	 112188.265625
36174280.0	 316.2781982421875	 203.48695373535156	 117731.0625
36174240.0	 318.72747802734375	 203.6760711669922	 110226.2421875
36174216.0	 317.52099609375	 210.0602569580078	 121628.578125
36174196.0	 317.41253662109375	 206.6682891845703	 115068.46875
36174180.0	 318.0820007324219	 206.18191528320312	 110294.3515625
36174156.0	 320.1056823730469	 202.90463256835938	 109284.796875
36174136.0	 318.3766174316406	 210.73074340820312	 121183.8359375
36174116.0	 318.18450927734375	 208.6741485595703	 117942.1875
36174096.0	 319.8585510253906	 205.36416625976562	 110792.171875
36174076.0	 319.095703125	 204.6149444580078	 116376.84375
