"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
8.0021e+05,-2.4284e+06,1.0135e+14,nan,nan,nan,6.9077e+19,1.3358e+20,-4.8863e+19,-1.6351e+20,1.7132e+09,6.4763e+09,9.9025e+27,1.7013e+19,3.4026e+19,0,-4.7101e+16,3.8488e+16,5.4466e+21,-5.5644e-07,-2.4711e-07,-1.1852e-08
