"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
1.8684e+06,-7.7478e+05,1.4228e+14,nan,nan,nan,1.1657e+21,2.1008e+21,-1.4066e+21,-3.419e+21,1.6375e+09,9580,8.177e+29,3.1609e+20,6.3219e+20,0,-3.0903e+18,-3.6483e+18,3.88e+23,-1.9064e-06,-1.1645e-06,-6.9263e-08
