"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
6.1629e+05,-2.2722e+06,1.0979e+14,nan,nan,nan,8.4583e+19,1.6033e+20,-6.3155e+19,-2.0355e+20,1.7175e+09,1.5119e+09,1.3476e+28,2.0838e+19,4.1676e+19,0,-2.4832e+17,-6.0819e+16,1.8624e+21,-6.5912e-07,7.5012e-08,-4.1716e-08
