"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
3.7192e+06,-17666,1.4522e+14,nan,nan,nan,5.2447e+22,8.3051e+22,-8.6833e+22,-1.7956e+23,1.6461e+09,56.89,2.7038e+32,1.5039e+22,3.0077e+22,0,5.3032e+18,-6.5676e+19,2.2171e+25,-1.8472e-05,8.0524e-06,1.2715e-06
