"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
-5.912e+06,1.6365e+06,1.3346e+14,nan,nan,nan,3.0905e+20,5.7025e+20,-3.099e+20,-8.344e+20,1.6415e+09,83352,1.0404e+29,8.0438e+19,1.6088e+20,0,-9.7114e+17,1.1366e+18,6.7093e+22,-9.2161e-07,4.4013e-08,1.285e-07
