"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
4.3035e+05,2.031e+06,1.3962e+14,nan,nan,nan,6.6984e+20,1.2204e+21,-7.5404e+20,-1.903e+21,1.6382e+09,22205,3.4701e+29,1.7886e+20,3.5771e+20,0,-1.5002e+18,-2.2719e+17,1.9524e+23,-1.9312e-06,1.0249e-07,-2.7214e-07
