"Bx","By","Bz","Normals:0","Normals:1","Normals:2","lT","lne","lp","lrho","mom_den","user1","user2","user3","user4","user5","vx","vy","vz","Points:0","Points:1","Points:2"
1.225e+06,2.4849e+05,1.4559e+14,nan,nan,nan,6.9661e+21,1.194e+22,-9.9924e+21,-2.2194e+22,1.6391e+09,802.7,1.2642e+31,1.9547e+21,3.9094e+21,0,-5.4461e+18,-2.339e+19,2.8129e+24,-5.4407e-06,-3.1457e-06,6.8612e-07
